image_id,feature_id,rights_status_before,rights_status_after,rights_holder,license_type,publication_permission,attribution_required,source_credit,evidence_type,evidence_relative_path,evidence_description,evidence_confidence,institutional_confirmation_required,notes
IMG-304B12E70E84A6E9,LY-TRI-000055,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-1A159E9FD1E365D9,LY-TRI-000055,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-46B290456925B10A,LY-TRI-000055,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-003ABD249F0EEAB2,LY-TRI-000055,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-AA082F45A5410A1E,LY-TRI-000055,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-ECA0C97F0281CBCD,LY-TRI-000056,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-98A1890FE3EA0BE6,LY-TRI-000056,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-F19CD479866DDDCB,LY-TRI-000056,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-D6AECAE78C2FA01B,LY-TRI-000056,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-F7AFA396298F215C,LY-TRI-000058,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-8A13A1CC13B06C23,LY-TRI-000058,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-591062ADBF8EF416,LY-TRI-000058,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-E31CCBE3DC868DB4,LY-TRI-000058,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-7295784D356C7D9B,LY-TRI-000058,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-E089E89913663D84,LY-TRI-000058,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-9C844F7D15BA1CA9,LY-TRI-000059,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-9B63789F87DBB68C,LY-TRI-000059,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-576B73A62BBDE470,LY-TRI-000059,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-5EBDC5B6115E3129,LY-TRI-000059,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-40E860A9C361F231,LY-TRI-000061,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-522E3249568401BA,LY-TRI-000061,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-A097794584464222,LY-TRI-000062,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-A68EB61E8875B3F6,LY-TRI-000062,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-4E283F699F851D7B,LY-TRI-000063,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-02BC9E677A271976,LY-TRI-000063,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-A344A7E577E96630,LY-TRI-000064,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-02726D5666FA0A19,LY-TRI-000064,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-3590BD827BD894D8,LY-TRI-000064,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-9D60CFADD445C47D,LY-TRI-000064,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-39ED3E1B7E48BE03,LY-TRI-000065,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-01D13621586324A0,LY-TRI-000065,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-F4395C1943911B88,LY-TRI-000065,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-45CCE42EE41A0BC0,LY-TRI-000065,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-2D1212393451FE33,LY-TRI-000065,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-CC8F5B57FE08DCB0,LY-TRI-000065,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-E8C720DCF1A99570,LY-TRI-000065,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-489824583C225F6C,LY-TRI-000065,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-1759A7FB5E0B6536,LY-TRI-000066,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-0F87996B4F2DA218,LY-TRI-000066,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-32068D2954DC7420,LY-TRI-000066,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-98CBB3DEA8973FAF,LY-TRI-000066,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-EC138A4C4C039C50,LY-TRI-000067,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-C00F98C147A0739D,LY-TRI-000067,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-C6D38A97FDFB39D6,LY-TRI-000068,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-FE7D64A1B8B63E28,LY-TRI-000068,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-0E5F6349FC0C3EE2,LY-TRI-000068,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-A2D316EB1E3B0888,LY-TRI-000068,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-BCF0D21FD5A04172,LY-TRI-000069,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-9180F00DF3292D4C,LY-TRI-000069,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-3F21FA0C3434B21B,LY-TRI-000069,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-655E0893301854DC,LY-TRI-000069,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-191B35D525C2DFB0,LY-TRI-000069,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-12722497A5CBC22A,LY-TRI-000069,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-D131BF5D5386E01A,LY-TRI-000070,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-3C7DEEF3B6128CDE,LY-TRI-000070,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-242CE8A7068B6D8B,LY-TRI-000070,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-A1A53ACB417D9C07,LY-TRI-000070,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-3F767998A353C895,LY-TRI-000070,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-0A9B762720BBEDA1,LY-TRI-000070,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-DFBC2EBCFE75F075,LY-TRI-000071,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-EBC52B1BE1F08EF2,LY-TRI-000071,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-86A08D2F7AC6AC41,LY-TRI-000071,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-C2667A1AE0B6E922,LY-TRI-000071,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-464866CA94A2E016,LY-TRI-000071,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-3FAF94FEE87D824C,LY-TRI-000071,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-BB00B9463CD1F992,LY-TRI-000071,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-7B99EF69830D8B7B,LY-TRI-000071,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-3B6F0F4F85243B18,LY-TRI-000073,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-13A0177EA883C839,LY-TRI-000073,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-46F83394E628D0B0,LY-TRI-000073,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-81BC3F7DD187D133,LY-TRI-000073,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-9994DAEDB22B9B00,LY-TRI-000073,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-C8E33C3681CF95CD,LY-TRI-000073,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-1568059AB22DFDF3,LY-TRI-000073,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-4EB32B4320B445C4,LY-TRI-000073,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-A7A8A2F50CC6F1DA,LY-TRI-000074,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-7C24B0CCA926C1C9,LY-TRI-000074,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-6E00FC3784A9A683,LY-TRI-000075,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-1B2755CB403D7F2C,LY-TRI-000075,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-A591452B0BD26969,LY-TRI-000075,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-828844879B1E4609,LY-TRI-000075,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-E28AC556A5EFDD0B,LY-TRI-000075,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-F9336EF413C6C5F8,LY-TRI-000075,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-5D3E8C32DECB8309,LY-TRI-000077,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-1D3387D072D5B514,LY-TRI-000077,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-70F9A209D565C53B,LY-TRI-000078,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-1085779F2FE57A50,LY-TRI-000078,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-9E127208551923C8,LY-TRI-000078,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-FE8EE760DC52235B,LY-TRI-000078,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-7E6978C6DBED1C27,LY-TRI-000079,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-ADFA103D74D8AE29,LY-TRI-000079,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-B5026D10CF623027,LY-TRI-000079,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-8AA1D61552CB2EFC,LY-TRI-000079,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-8A1045F05953B080,LY-TRI-000079,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-591F792473CF0F22,LY-TRI-000079,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-D51E7C2D268E659B,LY-TRI-000079,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-E6C63DCF206A8CEE,LY-TRI-000079,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-932105E283E6A480,LY-TRI-000080,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-4F00D1BA1CF2EF39,LY-TRI-000080,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-719931E3DF3704EB,LY-TRI-000080,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-59AD3C97C6A64FF8,LY-TRI-000080,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-974AC59524DA27E4,LY-TRI-000081,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-6F623A4EB712F53C,LY-TRI-000081,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-4BBA7D6D9718F058,LY-TRI-000081,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-164B8F23119CDCA2,LY-TRI-000081,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-851EBB98B3B9009C,LY-TRI-000081,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-C5BFD588A41B9B94,LY-TRI-000081,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-250D8FA287642F04,LY-TRI-000082,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-B1EE2DB19771ECC7,LY-TRI-000082,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-28AD07EC5DF4A48B,LY-TRI-000082,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-EE143D16C86D4373,LY-TRI-000082,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-FAE1ECA00094036B,LY-TRI-000082,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-0A85BBDFB3B8CE1D,LY-TRI-000082,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-1412BDE4DEC09057,LY-TRI-000084,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-1DAA91AD08589688,LY-TRI-000084,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-E3D10855EA0BF5FC,LY-TRI-000084,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-28FA87A2492DF24E,LY-TRI-000084,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-C2E438D8D773AF06,LY-TRI-000084,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-39C46A9F9E269227,LY-TRI-000084,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-B9F0F15B52C621D5,LY-TRI-000086,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-8DE7371F3BDC01C2,LY-TRI-000086,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-C108B96ED0D64C71,LY-TRI-000087,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-AB108181CC876B27,LY-TRI-000087,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-C16BC89252CAEECB,LY-TRI-000087,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-3F5DE0DFFFB1DE59,LY-TRI-000087,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-E07ADBE1ECA6364B,LY-TRI-000087,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-3E0DCCF937721A01,LY-TRI-000087,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-14F50A0DFB2B393D,LY-TRI-000088,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-789D87D3406CE041,LY-TRI-000088,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-40E75D99655EF532,LY-TRI-000089,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-53FEAE0B151C40E1,LY-TRI-000089,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-C83BF13BEDB459D9,LY-TRI-000089,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-2C33022ACDB2C177,LY-TRI-000089,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-EDB214ADFC5588F7,LY-TRI-000090,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-F13E1D9D30BC472E,LY-TRI-000090,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-0E3F2096A8CE079C,LY-TRI-000090,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-1086825C57DE7D23,LY-TRI-000090,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-BC70B95D2A72F3A7,LY-TRI-000091,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-67FE3114A8F1CEDB,LY-TRI-000091,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-DEC6809C1F92D8A2,LY-TRI-000092,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-69552EE8B9BB31AE,LY-TRI-000092,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-F225C31650484DB4,LY-TRI-000093,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-7312F7C2694470FA,LY-TRI-000093,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-43AEFA18439E8661,LY-TRI-000093,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-A3591BB1B7D76632,LY-TRI-000093,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-C653F4856C3D5A1E,LY-TRI-000094,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-DBDEE2CA49D2EA82,LY-TRI-000094,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-D407E4DB4B3E5AEF,LY-TRI-000095,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
IMG-FE1CF18819507D79,LY-TRI-000095,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,No explicit local permission document linked to candidate.,high,true,Repository or folder presence is insufficient.
