review_case_id,feature_id,layer_id,name_ar,review_reason_codes,priority,current_value,issue_description,required_action,required_entity,suggested_collection_method,evidence_available,automatic_resolution_possible,manual_review_required,status,notes
REV-00195,LY-FNB-CAF-TRI-00177,tripoliCafes,شارع الجلاء,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00196,LY-FNB-CAF-TRI-00178,tripoliCafes,مقهي ابناء عشيبة للسندوتشات,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00197,LY-FNB-CAF-TRI-00179,tripoliCafes,AsROMA Caffee,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00198,LY-FNB-CAF-TRI-00180,tripoliCafes,مطعم سديم للمأكولات السريعة,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00199,LY-FNB-CAF-TRI-00181,tripoliCafes,مقهي البيادر.مشاوي علي للفحم,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00200,LY-FNB-CAF-TRI-00182,tripoliCafes,Ram Cafe,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00201,LY-FNB-CAF-TRI-00183,tripoliCafes,كافي شيش خان,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00202,LY-FNB-CAF-TRI-00184,tripoliCafes,essse cafè,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00203,LY-FNB-CAF-TRI-00185,tripoliCafes,libya costa cafe,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00204,LY-FNB-CAF-TRI-00186,tripoliCafes,عصائر هاواي,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00205,LY-FNB-CAF-TRI-00187,tripoliCafes,Olympic Coffee - أولمبيك كافي,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00206,LY-FNB-CAF-TRI-00188,tripoliCafes,بيتزا 99,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00207,LY-FNB-CAF-TRI-00189,tripoliCafes,كافي باب المدينة,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00208,LY-FNB-CAF-TRI-00190,tripoliCafes,مطعم لبرتون,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00209,LY-FNB-CAF-TRI-00191,tripoliCafes,مقهى ثمانية وثمانون - 88,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00210,LY-FNB-CAF-TRI-00192,tripoliCafes,كافي 88 للوجبات السريعة,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00211,LY-FNB-CAF-TRI-00193,tripoliCafes,اللموشي للسندوتشات,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00212,LY-FNB-CAF-TRI-00194,tripoliCafes,مطعم الطاهي للمأكولات البحرية,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00213,LY-FNB-CAF-TRI-00195,tripoliCafes,Cafe Latte,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00214,LY-FNB-CAF-TRI-00196,tripoliCafes,زهير بريش للحلويات الببو,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00215,LY-FNB-CAF-TRI-00197,tripoliCafes,قهوة المسيرة,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00216,LY-FNB-CAF-TRI-00198,tripoliCafes,كافي الوافي,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00217,LY-FNB-CAF-TRI-00199,tripoliCafes,Karo Café - كارو كافي,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00218,LY-FNB-CAF-TRI-00200,tripoliCafes,Resto coffe,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00219,LY-FNB-CAF-TRI-00201,tripoliCafes,مقهى تن,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00220,LY-FNB-CAF-TRI-00202,tripoliCafes,Big mac burger,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00221,LY-FNB-CAF-TRI-00203,tripoliCafes,THEGATE,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00222,LY-FNB-CAF-TRI-00204,tripoliCafes,كافي روت 66,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00223,LY-FNB-CAF-TRI-00205,tripoliCafes,كلاسيكو كافي,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00224,LY-FNB-CAF-TRI-00206,tripoliCafes,8800,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00225,LY-FNB-CAF-TRI-00207,tripoliCafes,كودو - فرع حي دمشق,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00226,LY-FNB-CAF-TRI-00208,tripoliCafes,مقهى المجلس,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00227,LY-FNB-CAF-TRI-00209,tripoliCafes,مقهى البوعة,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00228,LY-FNB-CAF-TRI-00210,tripoliCafes,كافي مقيق,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00229,LY-FNB-CAF-TRI-00211,tripoliCafes,قهوة همبورقه,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00230,LY-FNB-CAF-TRI-00212,tripoliCafes,Cafe bene,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00231,LY-FNB-CAF-TRI-00213,tripoliCafes,مطعم Andary فرع صلاح الدين,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00232,LY-FNB-CAF-TRI-00214,tripoliCafes,مقهى الوادي,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00233,LY-FNB-CAF-TRI-00215,tripoliCafes,La Casa04,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00234,LY-FNB-CAF-TRI-00216,tripoliCafes,الحاج فتحي - عين زارة,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00235,LY-FNB-CAF-TRI-00217,tripoliCafes,اشتيوي كافي خلة الفرجان,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00236,LY-FNB-CAF-TRI-00218,tripoliCafes,مقهى العبسي,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00237,LY-FNB-CAF-TRI-00219,tripoliCafes,مقهى بايو كافي في مقسم بن معتوق,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00238,LY-FNB-CAF-TRI-00220,tripoliCafes,مقهي وحلويات الكرم (الكشك),license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00239,LY-FNB-CAF-TRI-00221,tripoliCafes,كافي كوب,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00240,LY-FNB-CAF-TRI-00222,tripoliCafes,الدبشي كافيه - Dabshi coffee,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00241,LY-FNB-CAF-TRI-00223,tripoliCafes,محمود للسندوتشات 777,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00242,LY-FNB-CAF-TRI-00224,tripoliCafes,كافي جزيل - JAZEEL CAFE,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00243,LY-FNB-CAF-TRI-00225,tripoliCafes,شيش زياد فرع زناتة,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00244,LY-FNB-CAF-TRI-00226,tripoliCafes,شرمب نيشن _ليبيا,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00245,LY-FNB-CAF-TRI-00227,tripoliCafes,كباب زناتة,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00246,LY-FNB-CAF-TRI-00228,tripoliCafes,شركة نون للعصائر,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00247,LY-FNB-CAF-TRI-00229,tripoliCafes,معمل جاميلة البحباح,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00248,LY-FNB-CAF-TRI-00230,tripoliCafes,مطبخ العيلة - cucina famiglia,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00249,LY-FNB-CAF-TRI-00231,tripoliCafes,Vanilla Patisserie حلويات ڤانيليا,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00250,LY-FNB-CAF-TRI-00232,tripoliCafes,Espressolab,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00251,LY-FNB-CAF-TRI-00233,tripoliCafes,Gustoso,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00252,LY-FNB-CAF-TRI-00234,tripoliCafes,Bubble Tea ببل تي,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00253,LY-FNB-CAF-TRI-00235,tripoliCafes,Eleanor Pastries,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00254,LY-FNB-CAF-TRI-00236,tripoliCafes,Candy house كاندي هاوس,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00255,LY-FNB-CAF-TRI-00237,tripoliCafes,Pinkberry Libya,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00256,LY-FNB-CAF-TRI-00238,tripoliCafes,Buonissimo gelato Italiano,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00257,LY-FNB-CAF-TRI-00239,tripoliCafes,Nostro caffe,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00258,LY-FNB-CAF-TRI-00240,tripoliCafes,كافي لاتي,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00259,LY-FNB-CAF-TRI-00241,tripoliCafes,Alhofra Cafe - مقهي الحفرة,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00260,LY-FNB-CAF-TRI-00242,tripoliCafes,ڤوگ كافيه ومطعم,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00261,LY-FNB-CAF-TRI-00243,tripoliCafes,كلاسيكو ساندوتش,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00262,LY-FNB-CAF-TRI-00244,tripoliCafes,موندو جيلاتو - القادسية,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00263,LY-FNB-CAF-TRI-00245,tripoliCafes,GOULZ,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00264,LY-FNB-CAF-TRI-00246,tripoliCafes,Ottimo Gusto Pizza & Pasta,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00265,LY-FNB-CAF-TRI-00247,tripoliCafes,مقهي كابو,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00266,LY-FNB-CAF-TRI-00248,tripoliCafes,مقهى الشيباني,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00267,LY-FNB-CAF-TRI-00249,tripoliCafes,Sage Cafe - ساج كافي,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00268,LY-FNB-CAF-TRI-00250,tripoliCafes,Costa Cafe,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00269,LY-FNB-CAF-TRI-00251,tripoliCafes,SUGAR Ben Ashur,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00270,LY-FNB-CAF-TRI-00252,tripoliCafes,Al DENTE Cafe M Hanka,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00271,LY-FNB-CAF-TRI-00253,tripoliCafes,دجاج كنتاكي,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00272,LY-FNB-CAF-TRI-00254,tripoliCafes,Miss cake sweet shop and cafe 2,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00273,LY-FNB-CAF-TRI-00255,tripoliCafes,كافي مدريد,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00274,LY-FNB-CAF-TRI-00256,tripoliCafes,العمو الجرابة,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00275,LY-FNB-CAF-TRI-00257,tripoliCafes,Bash Burger,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00276,LY-FNB-CAF-TRI-00258,tripoliCafes,Pink Cafe,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00277,LY-FNB-CAF-TRI-00259,tripoliCafes,THE MEATHOUSE,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00278,LY-FNB-CAF-TRI-00260,tripoliCafes,بـ لبن,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00279,LY-FNB-CAF-TRI-00261,tripoliCafes,تويستر,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00280,LY-FNB-CAF-TRI-00262,tripoliCafes,Diyar al-Sham ديار الشام,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00281,LY-FNB-CAF-TRI-00263,tripoliCafes,Burger Boss,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00282,LY-FNB-CAF-TRI-00264,tripoliCafes,Guns ‘n’ Buns,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00283,LY-FNB-CAF-TRI-00265,tripoliCafes,مطعم زيادة,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00284,LY-FNB-CAF-TRI-00266,tripoliCafes,لاتينو,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00285,LY-FNB-CAF-TRI-00267,tripoliCafes,MOMANTO,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00286,LY-FNB-CAF-TRI-00268,tripoliCafes,S7S Burger مطعم سحس,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00287,LY-FNB-CAF-TRI-00269,tripoliCafes,كوب كافي,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00288,LY-FNB-CAF-TRI-00270,tripoliCafes,Terrace café,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00289,LY-FNB-CAF-TRI-00271,tripoliCafes,مطحن جرابة,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00290,LY-FNB-CAF-TRI-00272,tripoliCafes,Mammamia كافي ماماميا,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00291,LY-FNB-CAF-TRI-00273,tripoliCafes,لافندر كافي,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
