case_id,layer_id,record_a_id,record_a_name,record_b_id,record_b_name,distance_meters,name_similarity,geometry_relationship,previous_classification,final_classification,canonical_id,retired_id,action,confidence,decision_basis,fields_transferred,conflicting_fields,legacy_ids_preserved,requires_manual_review,notes
DUP-0097,hotels,LY-HOT-000275,فندق الفصول الاربعة 2,LY-HOT-000466,فندق الفصول الأربعة ( 2 ),18.0,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0098,hotels,LY-HOT-000276,فندق السفير,LY-HOT-000448,فندق السفير,15.2,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0099,hotels,LY-HOT-000278,فندق الشاطئ الذهبى,LY-HOT-000454,فندق الشاطئ الذهبي,9.5,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0100,hotels,LY-HOT-000279,فندق الصافي,LY-HOT-000457,فندق الصافي,21.0,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0101,hotels,LY-HOT-000282,فندق سفارى,LY-HOT-000526,فندق سفارى,28.0,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0102,hotels,LY-HOT-000284,فندق السلاسل الذهبية,LY-HOT-000450,فندق السلاسل الذهبية,28.9,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0103,hotels,LY-HOT-000285,فندق النورس,LY-HOT-000487,فندق النورس,6.2,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0104,hotels,LY-HOT-000291,فندق الزيتونة,LY-HOT-000445,فندق الزيتونة,28.0,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0105,hotels,LY-HOT-000294,فندق صبراتة,LY-HOT-000387,فندق صبراتة,2.2,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0106,hotels,LY-HOT-000296,فندق الكندي,LY-HOT-000471,فندق الكندي,26.2,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0107,hotels,LY-HOT-000297,فندق أضواء قرطاج,LY-HOT-000376,فندق أضواء قرطاج,1.1,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0108,hotels,LY-HOT-000298,فندق البشير,LY-HOT-000422,فندق البشير,3.4,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0109,hotels,LY-HOT-000303,فندق قصر ليبيا,LY-HOT-000541,فندق قصر ليبيا,9.9,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0110,hotels,LY-HOT-000307,فندق الديوان,LY-HOT-000435,فندق الديوان,3.9,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0111,hotels,LY-HOT-000307,فندق الديوان,LY-HOT-000436,فندق الديوان,3.9,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0112,hotels,LY-HOT-000307,فندق الديوان,LY-HOT-000437,فندق الديوان,3.9,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0113,hotels,LY-HOT-000307,فندق الديوان,LY-HOT-000438,فندق الديوان,3.9,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0114,hotels,LY-HOT-000309,فندق الدالي,LY-HOT-000431,فندق الدالي,12.8,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0115,hotels,LY-HOT-000313,فندق بلخير,LY-HOT-000507,فندق بلخير,12.5,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0116,hotels,LY-HOT-000314,فندق السرايا,LY-HOT-000446,فندق السرايا,12.8,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0117,hotels,LY-HOT-000317,فندق الشراع,LY-HOT-000570,فندق الشراع,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-HOT-000317,LY-HOT-000570,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0118,hotels,LY-HOT-000375,فندق الخليج,LY-HOT-000429,فندق الخليج,6.3,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0119,hotels,LY-HOT-000435,فندق الديوان,LY-HOT-000436,فندق الديوان,0.1,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0120,hotels,LY-HOT-000435,فندق الديوان,LY-HOT-000437,فندق الديوان,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-HOT-000435,LY-HOT-000437,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0121,hotels,LY-HOT-000435,فندق الديوان,LY-HOT-000438,فندق الديوان,0.1,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0122,hotels,LY-HOT-000436,فندق الديوان,LY-HOT-000437,فندق الديوان,0.1,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0123,hotels,LY-HOT-000436,فندق الديوان,LY-HOT-000438,فندق الديوان,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-HOT-000436,LY-HOT-000438,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0124,hotels,LY-HOT-000437,فندق الديوان,LY-HOT-000438,فندق الديوان,0.1,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0125,hotels,LY-HOT-000477,فندق المتوسط,LY-HOT-000478,فندق المتوسط,1.1,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0126,hotels,LY-HOT-000477,فندق المتوسط,LY-HOT-000479,فندق المتوسط,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-HOT-000477,LY-HOT-000479,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0127,hotels,LY-HOT-000477,فندق المتوسط,LY-HOT-000480,فندق المتوسط,1.1,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0128,hotels,LY-HOT-000478,فندق المتوسط,LY-HOT-000479,فندق المتوسط,1.1,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0129,hotels,LY-HOT-000478,فندق المتوسط,LY-HOT-000480,فندق المتوسط,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-HOT-000478,LY-HOT-000480,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0130,hotels,LY-HOT-000479,فندق المتوسط,LY-HOT-000480,فندق المتوسط,1.1,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0131,hotels,LY-HOT-000498,فندق أسامة,LY-HOT-000499,فندق أسامة,21.5,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0132,hotels,LY-HOT-000498,فندق أسامة,LY-HOT-000500,فندق أسامة,8.9,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0133,hotels,LY-HOT-000498,فندق أسامة,LY-HOT-000501,فندق أسامة,14.1,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0134,hotels,LY-HOT-000499,فندق أسامة,LY-HOT-000500,فندق أسامة,14.9,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0135,hotels,LY-HOT-000500,فندق أسامة,LY-HOT-000501,فندق أسامة,22.5,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0136,hotels,LY-HOT-000563,مساكن القدس للشقق الفندقية,LY-HOT-000564,مساكن القدس للشقق الفندقية,2.1,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0137,hotels,LY-HOT-000563,مساكن القدس للشقق الفندقية,LY-HOT-000565,مساكن القدس للشقق الفندقية,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-HOT-000563,LY-HOT-000565,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0138,hotels,LY-HOT-000563,مساكن القدس للشقق الفندقية,LY-HOT-000566,مساكن القدس للشقق الفندقية,2.1,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0139,hotels,LY-HOT-000564,مساكن القدس للشقق الفندقية,LY-HOT-000565,مساكن القدس للشقق الفندقية,2.1,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0140,hotels,LY-HOT-000564,مساكن القدس للشقق الفندقية,LY-HOT-000566,مساكن القدس للشقق الفندقية,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-HOT-000564,LY-HOT-000566,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0141,hotels,LY-HOT-000565,مساكن القدس للشقق الفندقية,LY-HOT-000566,مساكن القدس للشقق الفندقية,2.1,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0142,tripoliRestaurants,LY-FNB-RES-TRI-00009,مطعم ميلانو للوجبات السريعة,LY-FNB-RES-TRI-00067,مطعم ميلانو للوجبات السريعة,0.1,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0143,tripoliRestaurants,LY-FNB-RES-TRI-00012,مطعم الزرقاني للمأكولات الشعبية و الشرقية,LY-FNB-RES-TRI-00070,مطعم الأزرقاني للمأكولات الشعبية و الشرقية,0.0,0.966,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0144,tripoliRestaurants,LY-FNB-RES-TRI-00013,بيتزا الفورنو شارع الجمهورية,LY-FNB-RES-TRI-00050,بيتزا الفورنو شارع الجمهورية,0.0,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0145,resorts,LY-ACC-RES-KHO-00005,قرية قوس غنيمة السياحية,LY-ACC-RES-NAT-00024,قرية قوس غنيمة السياحية,16.5,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0146,investment,LY-INV-HOT-GHA-00002,فندق بن يدر,LY-INV-HOT-NAT-00056,فندق بن يدر,0.7,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0147,investment,LY-INV-HOT-GHA-00002,فندق بن يدر,LY-INV-HOT-NAT-00168,فندق بن يدر,0.7,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0148,investment,LY-INV-HOT-NAT-00014,فندق الجبل,LY-INV-HOT-NAT-00099,فندق الجبل,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00014,LY-INV-HOT-NAT-00099,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0149,investment,LY-INV-HOT-NAT-00016,فندق الحديقة,LY-INV-HOT-NAT-00103,فندق الحديقة,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00016,LY-INV-HOT-NAT-00103,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0150,investment,LY-INV-HOT-NAT-00017,فندق الحمام السياحي,LY-INV-HOT-NAT-00104,فندق الحمام السياحي,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00017,LY-INV-HOT-NAT-00104,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0151,investment,LY-INV-HOT-NAT-00018,فندق الحياة,LY-INV-HOT-NAT-00105,فندق الحياة,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00018,LY-INV-HOT-NAT-00105,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0152,investment,LY-INV-HOT-TRI-00012,فندق الخان الطرابلسي,LY-INV-HOT-TRI-00022,فندق الخان الطرابلسي,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-TRI-00012,LY-INV-HOT-TRI-00022,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0153,investment,LY-INV-HOT-NAT-00020,فندق الخليل السياحي,LY-INV-HOT-NAT-00106,فندق الخليل السياحي,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00020,LY-INV-HOT-NAT-00106,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0154,investment,LY-INV-HOT-NAT-00021,فندق الدوحة,LY-INV-HOT-NAT-00107,فندق الدوحة,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00021,LY-INV-HOT-NAT-00107,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0155,investment,LY-INV-HOT-NAT-00025,فندق الزهر,LY-INV-HOT-NAT-00109,فندق الزهر,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00025,LY-INV-HOT-NAT-00109,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0156,investment,LY-INV-HOT-NAT-00026,فندق الزيتونة,LY-INV-HOT-NAT-00110,فندق الزيتونة,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00026,LY-INV-HOT-NAT-00110,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0157,investment,LY-INV-HOT-NAT-00027,فندق السرايا,LY-INV-HOT-NAT-00111,فندق السرايا,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00027,LY-INV-HOT-NAT-00111,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0158,investment,LY-INV-HOT-NAT-00028,فندق السهم,LY-INV-HOT-NAT-00113,فندق السهم,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00028,LY-INV-HOT-NAT-00113,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0159,investment,LY-INV-HOT-NAT-00029,فندق السياحي,LY-INV-HOT-NAT-00114,فندق السياحي,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00029,LY-INV-HOT-NAT-00114,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0160,investment,LY-INV-HOT-NAT-00033,فندق الصحراوي,LY-INV-HOT-NAT-00116,فندق الصحراوي,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00033,LY-INV-HOT-NAT-00116,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0161,investment,LY-INV-HOT-MIS-00004,فندق الصناعية مصراتة,LY-INV-HOT-MIS-00006,فندق الصناعية مصراتة,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-MIS-00004,LY-INV-HOT-MIS-00006,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0162,investment,LY-INV-HOT-NAT-00039,فندق الكرومة,LY-INV-HOT-NAT-00125,فندق الكرومة,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00039,LY-INV-HOT-NAT-00125,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0163,investment,LY-INV-HOT-NAT-00042,فندق المدينة,LY-INV-HOT-NAT-00128,فندق المدينة,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00042,LY-INV-HOT-NAT-00128,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0164,investment,LY-INV-HOT-NAT-00043,فندق المرقب,LY-INV-HOT-NAT-00131,فندق المرقب,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00043,LY-INV-HOT-NAT-00131,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0165,investment,LY-INV-HOT-NAT-00044,فندق المشكاة,LY-INV-HOT-NAT-00133,فندق المشكاة,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00044,LY-INV-HOT-NAT-00133,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0166,investment,LY-INV-HOT-NAT-00048,فندق الهنشيري,LY-INV-HOT-NAT-00143,فندق الهنشيري,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00048,LY-INV-HOT-NAT-00143,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0167,investment,LY-INV-HOT-NAT-00049,فندق الهيشة,LY-INV-HOT-NAT-00144,فندق الهيشة,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00049,LY-INV-HOT-NAT-00144,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0168,investment,LY-INV-HOT-NAT-00050,فندق الواحات,LY-INV-HOT-NAT-00145,فندق الواحات,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00050,LY-INV-HOT-NAT-00145,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0169,investment,LY-INV-HOT-NAT-00051,فندق الياسمين,LY-INV-HOT-NAT-00147,فندق الياسمين,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00051,LY-INV-HOT-NAT-00147,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0170,investment,LY-INV-HOT-NAT-00052,فندق أجنحة قرطاج,LY-INV-HOT-NAT-00155,فندق أجنحة قرطاج,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00052,LY-INV-HOT-NAT-00155,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0171,investment,LY-INV-HOT-NAT-00054,فندق أوال,LY-INV-HOT-NAT-00161,فندق أوال,0.1,1,within_layer_proximity,confirmed_duplicate,probable_duplicate,,,defer_for_review,medium,Evidence does not prove one entity,,,,true,No automatic deletion without strict identity evidence.
DUP-0172,investment,LY-INV-HOT-TRI-00019,فندق باب البحر,LY-INV-HOT-NAT-00164,فندق باب البحر,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00164,LY-INV-HOT-TRI-00019,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",city_ar|city_en|municipality_ar|municipality_en|region_ar|region_en|source_image_provider|source_image_url,,true,false,No automatic deletion without strict identity evidence.
DUP-0173,investment,LY-INV-HOT-NAT-00055,فندق بلازما,LY-INV-HOT-NAT-00167,فندق بلازما,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00055,LY-INV-HOT-NAT-00167,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0174,investment,LY-INV-HOT-NAT-00056,فندق بن يدر,LY-INV-HOT-NAT-00168,فندق بن يدر,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00056,LY-INV-HOT-NAT-00168,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0175,investment,LY-INV-HOT-NAT-00057,فندق بنت السيد,LY-INV-HOT-NAT-00169,فندق بنت السيد,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00057,LY-INV-HOT-NAT-00169,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0176,investment,LY-INV-HOT-NAT-00058,فندق بودلغوسة,LY-INV-HOT-NAT-00170,فندق بودلغوسة,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00058,LY-INV-HOT-NAT-00170,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0177,investment,LY-INV-HOT-NAT-00061,فندق تابكت,LY-INV-HOT-NAT-00171,فندق تابكت,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00061,LY-INV-HOT-NAT-00171,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0178,investment,LY-INV-HOT-NAT-00062,فندق توباكتس,LY-INV-HOT-NAT-00172,فندق توباكتس,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00062,LY-INV-HOT-NAT-00172,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0179,investment,LY-INV-HOT-NAT-00063,فندق جي دبليو ماريوت,LY-INV-HOT-NAT-00178,فندق جي دبليو ماريوت,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00063,LY-INV-HOT-NAT-00178,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0180,investment,LY-INV-HOT-NAT-00066,فندق ريكسوس,LY-INV-HOT-NAT-00186,فندق ريكسوس,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00066,LY-INV-HOT-NAT-00186,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0181,investment,LY-INV-HOT-ZLI-00001,فندق زليتن,LY-INV-HOT-ZLI-00002,فندق زليتن,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-ZLI-00001,LY-INV-HOT-ZLI-00002,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0182,investment,LY-INV-HOT-NAT-00067,فندق زميت,LY-INV-HOT-NAT-00187,فندق زميت,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00067,LY-INV-HOT-NAT-00187,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0183,investment,LY-INV-HOT-NAT-00068,فندق زهرة الخليج,LY-INV-HOT-NAT-00189,فندق زهرة الخليج,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00068,LY-INV-HOT-NAT-00189,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
