relationship_id,record_a_layer,record_a_id,record_a_name,record_b_layer,record_b_id,record_b_name,relationship_type,relationship_status,distance_meters,name_similarity,spatial_relationship,confidence,recommended_display_behavior,requires_manual_review,notes
REL-00195,hotels,LY-HOT-000146,فندق الصحراوي,investment,LY-INV-HOT-NAT-00033,فندق الصحراوي,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00196,hotels,LY-HOT-000146,فندق الصحراوي,investment,LY-INV-HOT-NAT-00116,فندق الصحراوي,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00197,hotels,LY-HOT-000147,فندق الصناعية مصراتة,investment,LY-INV-HOT-MIS-00004,فندق الصناعية مصراتة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00198,hotels,LY-HOT-000147,فندق الصناعية مصراتة,investment,LY-INV-HOT-MIS-00006,فندق الصناعية مصراتة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00199,hotels,LY-HOT-000148,فندق العوينات,investment,LY-INV-HOT-NAT-00117,فندق العوينات,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00200,hotels,LY-HOT-000150,فندق الفضيل,investment,LY-INV-HOT-NAT-00119,فندق الفضيل,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00201,hotels,LY-HOT-000151,فندق الفضيل رأس لانوف,investment,LY-INV-HOT-NAT-00120,فندق الفضيل رأس لانوف,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00202,hotels,LY-HOT-000152,فندق الفلك,investment,LY-INV-HOT-NAT-00121,فندق الفلك,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00203,hotels,LY-HOT-000153,فندق القرضابية,investment,LY-INV-HOT-NAT-00122,فندق القرضابية,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00204,hotels,LY-HOT-000154,فندق القلعة,investment,LY-INV-HOT-NAT-00123,فندق القلعة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00205,hotels,LY-HOT-000155,فندق الكاظم,investment,LY-INV-HOT-NAT-00124,فندق الكاظم,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00206,hotels,LY-HOT-000156,فندق الكرومة,investment,LY-INV-HOT-NAT-00039,فندق الكرومة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00207,hotels,LY-HOT-000156,فندق الكرومة,investment,LY-INV-HOT-NAT-00125,فندق الكرومة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00208,hotels,LY-HOT-000157,فندق المبروك,investment,LY-INV-HOT-NAT-00126,فندق المبروك,facility_and_investment_project,probable,5.4,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00209,hotels,LY-HOT-000158,فندق المتوسط الخمس,investment,LY-INV-HOT-KHO-00005,فندق المتوسط الخمس,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00210,hotels,LY-HOT-000159,فندق المدينة,investment,LY-INV-HOT-BAY-00005,فندق المدينة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00211,hotels,LY-HOT-000160,فندق المدينة,investment,LY-INV-HOT-NAT-00127,فندق المدينة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00212,hotels,LY-HOT-000161,فندق المدينة,investment,LY-INV-HOT-NAT-00042,فندق المدينة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00213,hotels,LY-HOT-000161,فندق المدينة,investment,LY-INV-HOT-NAT-00128,فندق المدينة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00214,hotels,LY-HOT-000162,فندق المدينة,investment,LY-INV-HOT-NAT-00129,فندق المدينة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00215,hotels,LY-HOT-000163,فندق المرج السياحي,investment,LY-INV-HOT-NAT-00130,فندق المرج السياحي,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00216,hotels,LY-HOT-000164,فندق المسيرة,investment,LY-INV-HOT-NAT-00132,فندق المسيرة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00217,hotels,LY-HOT-000165,فندق المشكاة,investment,LY-INV-HOT-NAT-00044,فندق المشكاة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00218,hotels,LY-HOT-000165,فندق المشكاة,investment,LY-INV-HOT-NAT-00133,فندق المشكاة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00219,hotels,LY-HOT-000166,فندق المغرب العربي,investment,LY-INV-HOT-NAT-00134,فندق المغرب العربي,facility_and_investment_project,probable,49.2,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00220,hotels,LY-HOT-000167,فندق المنار,investment,LY-INV-HOT-NAT-00045,فندق المنامة,facility_and_investment_project,probable,196.1,0.857,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00221,hotels,LY-HOT-000167,فندق المنار,investment,LY-INV-HOT-NAT-00135,فندق المنار,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00222,hotels,LY-HOT-000167,فندق المنار,investment,LY-INV-HOT-NAT-00224,فندق المختار,facility_and_investment_project,probable,138.8,0.857,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00223,hotels,LY-HOT-000168,فندق النادي الليبي,investment,LY-INV-HOT-NAT-00136,فندق النادي الليبي,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00224,hotels,LY-HOT-000169,فندق النخلة السياحي,investment,LY-INV-HOT-NAT-00137,فندق النخلة السياحي,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00225,hotels,LY-HOT-000170,فندق النخيل - مغلق,investment,LY-INV-HOT-NAT-00138,فندق النخيل - مغلق,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00226,hotels,LY-HOT-000171,فندق النوران,investment,LY-INV-HOT-NAT-00139,فندق النوران,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00227,hotels,LY-HOT-000172,فندق الهاروج,investment,LY-INV-HOT-NAT-00140,فندق الهاروج,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00228,hotels,LY-HOT-000173,فندق الهنشيري,investment,LY-INV-HOT-NAT-00048,فندق الهنشيري,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00229,hotels,LY-HOT-000173,فندق الهنشيري,investment,LY-INV-HOT-NAT-00143,فندق الهنشيري,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00230,hotels,LY-HOT-000174,فندق الهيشة,investment,LY-INV-HOT-NAT-00049,فندق الهيشة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00231,hotels,LY-HOT-000174,فندق الهيشة,investment,LY-INV-HOT-NAT-00144,فندق الهيشة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00232,hotels,LY-HOT-000175,فندق الواحات,investment,LY-INV-HOT-NAT-00050,فندق الواحات,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00233,hotels,LY-HOT-000175,فندق الواحات,investment,LY-INV-HOT-NAT-00145,فندق الواحات,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00234,hotels,LY-HOT-000176,فندق الوادي,investment,LY-INV-HOT-NAT-00146,فندق الوادي,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00235,hotels,LY-HOT-000177,فندق الياسمين,investment,LY-INV-HOT-NAT-00051,فندق الياسمين,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00236,hotels,LY-HOT-000177,فندق الياسمين,investment,LY-INV-HOT-NAT-00147,فندق الياسمين,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00237,hotels,LY-HOT-000178,فندق الياقوتة,investment,LY-INV-HOT-NAT-00148,فندق الياقوتة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00238,hotels,LY-HOT-000179,فندق الياقوتة,investment,LY-INV-HOT-NAT-00149,فندق الياقوتة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00239,hotels,LY-HOT-000180,فندق اليقين,investment,LY-INV-HOT-NAT-00150,فندق اليقين,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00240,hotels,LY-HOT-000181,فندق اليمامة,investment,LY-INV-HOT-NAT-00045,فندق المنامة,facility_and_investment_project,probable,183.1,0.909,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00241,hotels,LY-HOT-000181,فندق اليمامة,investment,LY-INV-HOT-NAT-00151,فندق اليمامة,facility_and_investment_project,probable,0.6,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00242,hotels,LY-HOT-000182,فندق اوزو,investment,LY-INV-HOT-NAT-00152,فندق اوزو,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00243,hotels,LY-HOT-000183,فندق ايلاف,investment,LY-INV-HOT-NAT-00153,فندق ايلاف,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00244,hotels,LY-HOT-000184,فندق أبراج المدينة,investment,LY-INV-HOT-NAT-00154,فندق أبراج المدينة,facility_and_investment_project,probable,11.8,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00245,hotels,LY-HOT-000185,فندق أجنحة قرطاج,investment,LY-INV-HOT-NAT-00052,فندق أجنحة قرطاج,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00246,hotels,LY-HOT-000185,فندق أجنحة قرطاج,investment,LY-INV-HOT-NAT-00155,فندق أجنحة قرطاج,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00247,hotels,LY-HOT-000186,فندق أفريقيا,investment,LY-INV-HOT-NAT-00156,فندق أفريقيا,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00248,hotels,LY-HOT-000187,فندق أفريقيا,investment,LY-INV-HOT-NAT-00157,فندق أفريقيا,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00249,hotels,LY-HOT-000188,فندق أكاكوس,investment,LY-INV-HOT-NAT-00158,فندق أكاكوس,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00250,hotels,LY-HOT-000189,فندق أكاكوس,investment,LY-INV-HOT-NAT-00159,فندق أكاكوس,facility_and_investment_project,probable,0.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00251,hotels,LY-HOT-000190,فندق أمال ليبيا,investment,LY-INV-HOT-NAT-00160,فندق أمال ليبيا,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00252,hotels,LY-HOT-000191,فندق أوجلة السياحي,investment,LY-INV-HOT-NAT-00162,فندق أوجلة السياحي,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00253,hotels,LY-HOT-000192,فندق أويا,investment,LY-INV-HOT-NAT-00163,فندق أويا,facility_and_investment_project,probable,0.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00254,hotels,LY-HOT-000193,فندق باب البحر,investment,LY-INV-HOT-TRI-00019,فندق باب البحر,facility_and_investment_project,probable,10.5,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00255,hotels,LY-HOT-000193,فندق باب البحر,investment,LY-INV-HOT-NAT-00164,فندق باب البحر,facility_and_investment_project,probable,10.5,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00256,hotels,LY-HOT-000194,فندق براك,investment,LY-INV-HOT-NAT-00165,فندق براك,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00257,hotels,LY-HOT-000195,فندق برينيتشي,investment,LY-INV-HOT-NAT-00166,فندق برينيتشي,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00258,hotels,LY-HOT-000196,فندق بلازما,investment,LY-INV-HOT-TRI-00008,فندق بلازما,facility_and_investment_project,probable,3.4,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00259,hotels,LY-HOT-000196,فندق بلازما,investment,LY-INV-HOT-NAT-00055,فندق بلازما,facility_and_investment_project,probable,10.3,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00260,hotels,LY-HOT-000196,فندق بلازما,investment,LY-INV-HOT-NAT-00167,فندق بلازما,facility_and_investment_project,probable,10.3,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00261,hotels,LY-HOT-000196,فندق بلازما,investment,LY-INV-HOT-TRI-00046,فندق بلازما,facility_and_investment_project,probable,18.8,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00262,hotels,LY-HOT-000197,فندق بنت السيد,investment,LY-INV-HOT-NAT-00057,فندق بنت السيد,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00263,hotels,LY-HOT-000197,فندق بنت السيد,investment,LY-INV-HOT-NAT-00169,فندق بنت السيد,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00264,hotels,LY-HOT-000198,فندق بنغازي,investment,LY-INV-HOT-BEN-00001,فندق بنغازي,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00265,hotels,LY-HOT-000199,فندق بودلغوسة,investment,LY-INV-HOT-NAT-00058,فندق بودلغوسة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00266,hotels,LY-HOT-000199,فندق بودلغوسة,investment,LY-INV-HOT-NAT-00170,فندق بودلغوسة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00267,hotels,LY-HOT-000200,فندق تابكت,investment,LY-INV-HOT-NAT-00061,فندق تابكت,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00268,hotels,LY-HOT-000200,فندق تابكت,investment,LY-INV-HOT-NAT-00171,فندق تابكت,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00269,hotels,LY-HOT-000201,فندق توباكتس,investment,LY-INV-HOT-NAT-00062,فندق توباكتس,facility_and_investment_project,probable,57.8,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00270,hotels,LY-HOT-000201,فندق توباكتس,investment,LY-INV-HOT-NAT-00172,فندق توباكتس,facility_and_investment_project,probable,57.8,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00271,hotels,LY-HOT-000201,فندق توباكتس,investment,LY-INV-HOT-TRI-00051,فندق توباكتس,facility_and_investment_project,probable,96.4,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00272,hotels,LY-HOT-000202,فندق تيبستي,investment,LY-INV-HOT-NAT-00173,فندق تيبستي,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00273,hotels,LY-HOT-000203,فندق جاكرتا,investment,LY-INV-HOT-NAT-00174,فندق جاكرتا,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00274,hotels,LY-HOT-000204,فندق جالو السياحي,investment,LY-INV-HOT-NAT-00175,فندق جالو السياحي,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00275,hotels,LY-HOT-000205,فندق جرمة السياحي,investment,LY-INV-HOT-NAT-00176,فندق جرمة السياحي,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00276,hotels,LY-HOT-000206,فندق جليانة,investment,LY-INV-HOT-NAT-00177,فندق جليانة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00277,hotels,LY-HOT-000207,فندق دار جرمة,investment,LY-INV-HOT-NAT-00179,فندق دار جرمة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00278,hotels,LY-HOT-000208,فندق دوجال السياحي,investment,LY-INV-HOT-NAT-00181,فندق دوجال السياحي,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00279,hotels,LY-HOT-000209,فندق ديار الهناء,investment,LY-INV-HOT-NAT-00182,فندق ديار الهناء,facility_and_investment_project,probable,0.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00280,hotels,LY-HOT-000210,فندق رواسي,investment,LY-INV-HOT-NAT-00183,فندق رواسي,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00281,hotels,LY-HOT-000211,فندق رويال,investment,LY-INV-HOT-NAT-00184,فندق رويال,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00282,hotels,LY-HOT-000212,فندق ريباس,investment,LY-INV-HOT-NAT-00185,فندق ريباس,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00283,hotels,LY-HOT-000212,فندق ريباس,investment,LY-INV-HOT-TRI-00054,فندق ريباس,facility_and_investment_project,probable,16.2,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00284,hotels,LY-HOT-000213,فندق ريكسوس,investment,LY-INV-HOT-NAT-00066,فندق ريكسوس,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00285,hotels,LY-HOT-000213,فندق ريكسوس,investment,LY-INV-HOT-NAT-00186,فندق ريكسوس,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00286,hotels,LY-HOT-000214,فندق زليتن,investment,LY-INV-HOT-ZLI-00001,فندق زليتن,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00287,hotels,LY-HOT-000214,فندق زليتن,investment,LY-INV-HOT-ZLI-00002,فندق زليتن,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00288,hotels,LY-HOT-000215,فندق زميت,investment,LY-INV-HOT-NAT-00067,فندق زميت,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00289,hotels,LY-HOT-000215,فندق زميت,investment,LY-INV-HOT-NAT-00187,فندق زميت,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00290,hotels,LY-HOT-000216,فندق زهرة البطنان,investment,LY-INV-HOT-NAT-00188,فندق زهرة البطنان,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00291,hotels,LY-HOT-000217,فندق زوارة,investment,LY-INV-HOT-ZUW-00002,فندق زوارة,facility_and_investment_project,probable,179.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00292,hotels,LY-HOT-000217,فندق زوارة,investment,LY-INV-HOT-ZUW-00003,فندق زوارة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00293,hotels,LY-HOT-000217,فندق زوارة,investment,LY-INV-HOT-ZUW-00004,فندق زوارة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00294,hotels,LY-HOT-000218,فندق زين,investment,LY-INV-HOT-NAT-00190,فندق زين,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00295,hotels,LY-HOT-000219,فندق سرايا الليبو,investment,LY-INV-HOT-NAT-00069,فندق سرايا الليبو,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00296,hotels,LY-HOT-000219,فندق سرايا الليبو,investment,LY-INV-HOT-NAT-00191,فندق سرايا الليبو,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00297,hotels,LY-HOT-000220,فندق سفاري 2,investment,LY-INV-HOT-NAT-00071,فندق سفاري 2,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00298,hotels,LY-HOT-000220,فندق سفاري 2,investment,LY-INV-HOT-NAT-00192,فندق سفاري 2,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00299,hotels,LY-HOT-000222,فندق شروق افريقيا,investment,LY-INV-HOT-NAT-00073,فندق شروق افريقيا,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00300,hotels,LY-HOT-000222,فندق شروق افريقيا,investment,LY-INV-HOT-NAT-00193,فندق شروق افريقيا,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00301,hotels,LY-HOT-000223,فندق صحارى ليبيا,investment,LY-INV-HOT-NAT-00074,فندق صحارى ليبيا,facility_and_investment_project,probable,83.3,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00302,hotels,LY-HOT-000223,فندق صحارى ليبيا,investment,LY-INV-HOT-NAT-00194,فندق صحارى ليبيا,facility_and_investment_project,probable,83.3,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00303,hotels,LY-HOT-000223,فندق صحارى ليبيا,investment,LY-INV-HOT-TRI-00030,فندق صحراء ليبيا,facility_and_investment_project,probable,73.5,0.857,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00304,hotels,LY-HOT-000224,فندق ضيافة ونيس,investment,LY-INV-HOT-NAT-00075,فندق ضيافة ونيس,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00305,hotels,LY-HOT-000224,فندق ضيافة ونيس,investment,LY-INV-HOT-NAT-00195,فندق ضيافة ونيس,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00306,hotels,LY-HOT-000225,فندق طليطلة,investment,LY-INV-HOT-NAT-00076,فندق طليطلة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00307,hotels,LY-HOT-000225,فندق طليطلة,investment,LY-INV-HOT-NAT-00196,فندق طليطلة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00308,hotels,LY-HOT-000226,فندق عمر الخيام,investment,LY-INV-HOT-NAT-00197,فندق عمر الخيام,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
