case_id,feature_id,layer_id,name_ar,p1_reason,current_classification,current_status,evidence_type,evidence_reference,resolution_type,fields_changed,old_values,new_values,confidence,institutional_confirmation_required,responsible_entity,publication_impact,final_review_status,notes
REV-00548,LY-INV-REV-GHA-00001,investment,Hotel bab al fatah,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00610,LY-INV-REV-NAT-00055,investment,المنارة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00611,LY-INV-REV-NAT-00056,investment,الحميدية,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00612,LY-INV-REV-NAT-00057,investment,مصيف تاجوراء,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00613,LY-INV-REV-NAT-00058,investment,النصر,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00614,LY-INV-REV-NAT-00059,investment,الأندلسي,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00615,LY-INV-REV-NAT-00060,investment,النشيع,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00616,LY-INV-REV-NAT-00061,investment,غوط الرمان,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00617,LY-INV-REV-NAT-00062,investment,السليسلة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00618,LY-INV-REV-NAT-00063,investment,العطايا,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00619,LY-INV-REV-NAT-00064,investment,الكراوة-3,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00620,LY-INV-REV-NAT-00065,investment,الكراوة-1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00621,LY-INV-REV-NAT-00066,investment,الكراوة-2,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00622,LY-INV-REV-NAT-00067,investment,سيدي عمير-1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00623,LY-INV-REV-NAT-00068,investment,سيدي عمير-2,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00624,LY-INV-REV-NAT-00069,investment,المثلث الرملي,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00625,LY-INV-REV-NAT-00070,investment,الشعاب,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00626,LY-INV-REV-NAT-00071,investment,أبيار السبابيل,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00627,LY-INV-REV-NAT-00072,investment,ملليتة 3,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00628,LY-INV-REV-NAT-00073,investment,البريقاء,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00629,LY-INV-REV-NAT-00074,investment,أبوكشفة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00630,LY-INV-REV-NAT-00075,investment,مصيف بياض,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00631,LY-INV-REV-NAT-00076,investment,البردي-1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00632,LY-INV-REV-NAT-00077,investment,العزلية,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00633,LY-INV-REV-NAT-00078,investment,دليس,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00634,LY-INV-REV-NAT-00079,investment,راس التين,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00635,LY-INV-REV-NAT-00080,investment,الاترون,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00636,LY-INV-REV-NAT-00081,investment,قاريونس,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00637,LY-INV-REV-NAT-00082,investment,عين زيانة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00638,LY-INV-REV-NAT-00083,investment,سيدي خليفة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00639,LY-INV-REV-NAT-00084,investment,أبوترابة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00640,LY-INV-REV-NAT-00085,investment,مصيف طلميثة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00641,LY-INV-REV-NAT-00086,investment,طلميثة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00642,LY-INV-REV-NAT-00087,investment,جرجارامه,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00643,LY-INV-REV-NAT-00088,investment,مويلح,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00644,LY-INV-REV-NAT-00089,investment,الحمامة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00645,LY-INV-REV-NAT-00090,investment,أبوشيبة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00646,LY-INV-REV-NAT-00091,investment,المريسة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00647,LY-INV-REV-NAT-00092,investment,قمينس,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00648,LY-INV-REV-NAT-00093,investment,جاروتة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00649,LY-INV-REV-NAT-00094,investment,الساحل الغربي,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00650,LY-INV-REV-NAT-00095,investment,حبيب,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00651,LY-INV-REV-NAT-00096,investment,كركورة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00652,LY-INV-REV-NAT-00097,investment,الحليسي,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00653,LY-INV-REV-NAT-00098,investment,سيدي علي,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00654,LY-INV-REV-NAT-00099,investment,دريانة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00655,LY-INV-REV-NAT-00100,investment,مبنى,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00656,LY-INV-REV-NAT-00101,investment,البرسس,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00657,LY-INV-REV-NAT-00102,investment,العقورية,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00658,LY-INV-REV-NAT-00103,investment,بابا طلميثة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00659,LY-INV-REV-NAT-00104,investment,عقلة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00660,LY-INV-REV-NAT-00105,investment,نوطة سوسة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00661,LY-INV-REV-NAT-00106,investment,مهبول,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00662,LY-INV-REV-NAT-00107,investment,بركة ناصر,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00663,LY-INV-REV-NAT-00108,investment,كرسة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00664,LY-INV-REV-NAT-00109,investment,الناقة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00665,LY-INV-REV-NAT-00110,investment,بومسافر,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00666,LY-INV-REV-NAT-00111,investment,الشاطيء,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00667,LY-INV-OPP-NAT-00001,investment,فرصة استثمارية غير مسماة – منطقة غير محددة – 00001,name_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,investment_opportunity,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00668,LY-INV-REV-NAT-00112,investment,المقرون,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00669,LY-INV-REV-NAT-00113,investment,البردي-3,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00670,LY-INV-REV-NAT-00114,investment,البردي-2,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00671,LY-INV-REV-NAT-00115,investment,عزاز,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00672,LY-INV-REV-NAT-00116,investment,الجدي,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
