feature_id,name_ar,field_availability_status,evidence_reference,ownership_status,legal_status,license_status,investment_value_status,area_status,infrastructure_status,institutional_confirmation_required,notes
LY-INV-RES-BEN-00012,منتجع فايا لارجو,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-BEN-00013,قرية قمرت السياحية,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-NAT-00030,منتجع التلال الحمامة,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-NAT-00031,منتجع الجراري السياحي - للعائلات,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-NAT-00032,منتجع ومصيف الحمامة,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-NAT-00033,قرية إيلاف السياحية,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-BAY-00001,شاليهات الحدائق الملكية,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-BAY-00002,منتجع وادي الكوف,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-NAT-00034,منتجع إيلاند السياحي,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-NAT-00035,منتجع كنزي السياحي,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-NAT-00036,منتجع سوسه,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-NAT-00037,مصيف القريه/رأس الهلال,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-NAT-00038,منتجع الينابيع السياحي,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-NAT-00039,منتجع الاثرون السياحي,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-DER-00001,منتجع إيميليا السياحي,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-DER-00002,مصيف 1805,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-NAT-00040,منتجع الابرق السياحي,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-SHA-00001,منتج شحات السياحي,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-SHA-00002,منتجع وموتيل الأمان 1,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-SHA-00003,منتجع وموتيل الأمان 3,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-SHA-00004,شاليهات بوعطية,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-SHA-00005,منتجع جود السياحي,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-KHO-00018,إستراحات فردية درجة أولى,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-SHA-00006,إستراحات فردية,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
LY-INV-RES-SHA-00007,منتجع الاسرة السعيدة,"{""ownership_type"": ""institutional_confirmation_required"", ""ownership_entity"": ""institutional_confirmation_required"", ""legal_status"": ""institutional_confirmation_required"", ""license_status"": ""institutional_confirmation_required"", ""planning_status"": ""institutional_confirmation_required"", ""environmental_status"": ""institutional_confirmation_required"", ""investment_value"": ""institutional_confirmation_required"", ""estimated_cost"": ""institutional_confirmation_required"", ""currency"": ""institutional_confirmation_required"", ""site_area_m2"": ""institutional_confirmation_required"", ""site_area_hectares"": ""institutional_confirmation_required"", ""implementing_entity"": ""institutional_confirmation_required"", ""supervising_entity"": ""institutional_confirmation_required"", ""investor_name"": ""institutional_confirmation_required"", ""operator_name"": ""institutional_confirmation_required"", ""infrastructure_status"": ""institutional_confirmation_required"", ""completion_percentage"": ""institutional_confirmation_required""}",data/incoming/tourism-investment-projects.kml,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,institutional_confirmation_required,true,"Missing is not interpreted as negative, unlicensed, private, or stalled."
