feature_id,layer_id,name_ar,publication_status,current_local_image_count,current_primary_image,verified_images,public_rights_images,internal_only_images,high_quality_candidates,review_candidates,coverage_priority,recommended_action,notes
LY-HOT-000498,hotels,فندق أسامة,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000499,hotels,فندق أسامة,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000500,hotels,فندق أسامة,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000501,hotels,فندق أسامة,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000502,hotels,فندق باب البحر,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000503,hotels,فندق باب طرابلس,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000504,hotels,فندق برج المدينة,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000505,hotels,فندق برج كورنثيا باب أفريقيا,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000506,hotels,فندق بلازما,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000507,hotels,فندق بلخير,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000508,hotels,فندق بلخير السياحي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000509,hotels,فندق بيت الامان,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000510,hotels,فندق بيت الشرق,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000511,hotels,فندق بيت الضيافة,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000512,hotels,فندق بيروت,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000513,hotels,فندق تاج دبي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000514,hotels,فندق توباكتس,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000515,hotels,فندق جاكرتا,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000516,hotels,فندق جي دبليو ماروت,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000517,hotels,فندق دار طرابلس,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000518,hotels,فندق ديكنة,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000519,hotels,فندق ذا ريسدنس,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000520,hotels,فندق رويال جاردنس,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000521,hotels,فندق ريزيدينس,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000522,hotels,فندق زميت الأثري,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000523,hotels,فندق زهرة الخليج,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000524,hotels,فندق سارة,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000525,hotels,فندق سبراتا,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000526,hotels,فندق سفارى,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000527,hotels,فندق سما و بلقيس,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000528,hotels,فندق سما وبلقيس,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000529,hotels,فندق صحراء ليبيا,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000530,hotels,فندق ضيافة ونيس,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000531,hotels,فندق طرابلس الدولى,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000532,hotels,فندق طليطلة,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000533,hotels,فندق طيبة,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000534,hotels,فندق عمير,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000535,hotels,فندق غصن الذهب,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000536,hotels,فندق فكتوريا,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000537,hotels,فندق الاندلس /فندق فوربوينتس شيرتون,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000538,hotels,فندق قرطاج,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000539,hotels,فندق قصر الظهرة,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000540,hotels,فندق قصر الياقوت,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000541,hotels,فندق قصر ليبيا,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000542,hotels,فندق قلعة صفيت,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000543,hotels,فندق هارون,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000544,hotels,فندق قورينا,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000545,hotels,فندق كريستال,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000546,hotels,فندق كليوباترا,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000547,hotels,فندق كيان,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000548,hotels,فندق كيفالاي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000549,hotels,فندق كيلو بترا,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000550,hotels,فندق ليبوس,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000551,hotels,فندق ليبيا السياحي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000552,hotels,فندق ماريقولد,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000553,hotels,فندق مجد الضيافة,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000554,hotels,فندق مرحبا,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000555,hotels,فندق ناريـز ( NARIZ HOTEL),internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000556,hotels,فندق نزهة,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000557,hotels,فندق نيو ستي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000558,hotels,فندق هايتي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000559,hotels,قرية تاجوراء السياحية,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000560,hotels,قصر العائلة للشقق الفندقية الفرع الثاني,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000561,hotels,لبدة إفريقيا للشقق الفندقية,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000562,hotels,لمسة للشقق الفندقية,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000563,hotels,مساكن القدس للشقق الفندقية,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000564,hotels,مساكن القدس للشقق الفندقية,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000567,hotels,منازل الشط للشقق الفندقية,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000568,hotels,والي للشقق الفندقية,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000569,hotels,لانكاستر برج الحياة (ماريوت سابقا),internal_ready,4,,0,0,0,0,5,P3,human_visual_and_rights_review,No public approval inferred.
LY-HOT-000571,hotels,فندق اليمامة,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-HOT-000572,hotels,فندق الصفوة,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-ZUW-00001,tourism-investment-projects,قرية إدوس السياحية,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-TRI-00001,tourism-investment-projects,قرية مرمرة السياحية,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-ZUW-00002,tourism-investment-projects,قرية فيرونا السياحية,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-ZUW-00003,tourism-investment-projects,قرية البرتقالة,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-ZUW-00004,tourism-investment-projects,قرية شط النخيل زوارة,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-ZUW-00005,tourism-investment-projects,قرية أوليڤيا السياحية - زوارة,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-ZUW-00006,tourism-investment-projects,منتجع رياض المنصوري,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-ZUW-00007,tourism-investment-projects,إقامة تولين السياحية,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-ZUW-00008,tourism-investment-projects,VILLA HAYA,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-ZUW-00009,tourism-investment-projects,منتجع زين السياحي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-ZUW-00010,tourism-investment-projects,قرية تيبودا السياحيه,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-ZUW-00011,tourism-investment-projects,منتجع سيتي بارك زوارة,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-SAB-00001,tourism-investment-projects,قرية جوهرة صبراتة السياحية,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-HOT-SAB-00001,tourism-investment-projects,قرية المغرب العربي صبراتة,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-SAB-00002,tourism-investment-projects,مركب تليل السياحي_صبراتة,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00001,tourism-investment-projects,القرية السياحية جنزور,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-TRI-00002,tourism-investment-projects,قرية بالم سيتي/قرية النخيل السياحية طرابلس,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-TRI-00003,tourism-investment-projects,القرية السياحية الريقاتة,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-HOT-TRI-00001,tourism-investment-projects,مركب شيراتون - النقاط الأربعة,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00002,tourism-investment-projects,القرية السياحية تاجوراء,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00003,tourism-investment-projects,منتجع سمرلاند المائي,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-KHO-00001,tourism-investment-projects,مصيف قرية مارينا السياحية,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-KHO-00002,tourism-investment-projects,قرية قصر سيلين العائلية,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-KHO-00003,tourism-investment-projects,قرية حدائق غنيمة,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-KHO-00004,tourism-investment-projects,إستراحة شط غنيمة,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-TRI-00004,tourism-investment-projects,قرية المتوسط العائلية,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-KHO-00005,tourism-investment-projects,قرية قوس غنيمة السياحية,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-KHO-00006,tourism-investment-projects,قرية لؤلؤة غنيمة العائلية,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-KHO-00007,tourism-investment-projects,قرية شمس البحر,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-KHO-00008,tourism-investment-projects,قرية الشاطيء الذهبي,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-KHO-00009,tourism-investment-projects,منتجع سي شيلز,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-KHO-00010,tourism-investment-projects,منتجع حوض البحر Seapool Resort,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-KHO-00011,tourism-investment-projects,قرية الخمس السياحية,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-KHO-00012,tourism-investment-projects,قريه غنيمه العائليه,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-KHO-00013,tourism-investment-projects,قرية اكوا مارين السياحية,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-HOT-KHO-00001,tourism-investment-projects,قرية جنيف العائلية غنيمة,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-KHO-00014,tourism-investment-projects,منتجع شاطئ غنيمة,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-KHO-00015,tourism-investment-projects,شاليهات بن حمودة العائلي,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00004,tourism-investment-projects,منتجع كريستال السياحي,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00005,tourism-investment-projects,منتجع رويال السياحي,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00006,tourism-investment-projects,القويعة,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00007,tourism-investment-projects,منتجع فيلا دريم هاوس,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00008,tourism-investment-projects,منتجع شط مريم,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00009,tourism-investment-projects,استراحة الجود القويعه,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00010,tourism-investment-projects,منتجع اتش تي السياحي,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00011,tourism-investment-projects,منتجع اتش تي 3,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00012,tourism-investment-projects,منتجع شاليهات للاجار,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00013,tourism-investment-projects,قرية العطايا العائلية,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00014,tourism-investment-projects,منتجع برستيج,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00015,tourism-investment-projects,قرية القويعة السياحية,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00016,tourism-investment-projects,شاليهات بن بية,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00017,tourism-investment-projects,قرية ميار البحر العائليه,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00018,tourism-investment-projects,قرية أغيث السياحية,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00019,tourism-investment-projects,قرية الخلة السياحية العائلية,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00020,tourism-investment-projects,مجمع جواهر لاند,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00021,tourism-investment-projects,منتجع دار البحر,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00022,tourism-investment-projects,منتجع وادي بالنور,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00023,tourism-investment-projects,منتجع بيتش هاوس,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00024,tourism-investment-projects,قرية قوس غنيمة السياحية,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00025,tourism-investment-projects,منتجع ايليت السياحي,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00026,tourism-investment-projects,قرية شمس البحر,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-KHO-00016,tourism-investment-projects,قرية لؤلؤة غنيمة العائلية,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00027,tourism-investment-projects,شاليهات ركن النيروز,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00028,tourism-investment-projects,قرية رأس الحمراء العائلية,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-KHO-00017,tourism-investment-projects,قرية شاطئ النخيل الذهبي,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-ZLI-00001,tourism-investment-projects,قرية أصيل السياحية,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-ZLI-00002,tourism-investment-projects,قرية الهُزم السياحية,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-HOT-MIS-00001,tourism-investment-projects,منتجع الأمان السياحي,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-MIS-00001,tourism-investment-projects,منتجع مصراتة,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-MIS-00002,tourism-investment-projects,منتجع فينيسيا/مصراتة,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-MIS-00003,tourism-investment-projects,قرية زريق السياحية,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00029,tourism-investment-projects,حي قصور الضيافة_سرت,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-BEN-00001,tourism-investment-projects,شاليهات ريماس,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-BEN-00002,tourism-investment-projects,قرية شاطيء النخيل,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-BEN-00003,tourism-investment-projects,منتجع مارينا بنغازي السياحي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-BEN-00004,tourism-investment-projects,منتجع الصفوة السياحي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-BEN-00005,tourism-investment-projects,منتجع ماربيلا السياحي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-BEN-00006,tourism-investment-projects,مجمع الاصالة السياحي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-BEN-00007,tourism-investment-projects,قرية الفاضل,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-BEN-00008,tourism-investment-projects,منتجع الأسيل,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-BEN-00009,tourism-investment-projects,منتجع الماسة السياحي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-BEN-00010,tourism-investment-projects,منتجع قاريونس العائلي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-BEN-00011,tourism-investment-projects,منتجع النخلة الذهبية,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-BEN-00012,tourism-investment-projects,منتجع فايا لارجو,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-BEN-00013,tourism-investment-projects,قرية قمرت السياحية,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00030,tourism-investment-projects,منتجع التلال الحمامة,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00031,tourism-investment-projects,منتجع الجراري السياحي - للعائلات,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00032,tourism-investment-projects,منتجع ومصيف الحمامة,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00033,tourism-investment-projects,قرية إيلاف السياحية,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-BAY-00001,tourism-investment-projects,شاليهات الحدائق الملكية,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-BAY-00002,tourism-investment-projects,منتجع وادي الكوف,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00034,tourism-investment-projects,منتجع إيلاند السياحي,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00035,tourism-investment-projects,منتجع كنزي السياحي,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00036,tourism-investment-projects,منتجع سوسه,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00037,tourism-investment-projects,مصيف القريه/رأس الهلال,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00038,tourism-investment-projects,منتجع الينابيع السياحي,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00039,tourism-investment-projects,منتجع الاثرون السياحي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-DER-00001,tourism-investment-projects,منتجع إيميليا السياحي,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-DER-00002,tourism-investment-projects,مصيف 1805,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-NAT-00040,tourism-investment-projects,منتجع الابرق السياحي,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-SHA-00001,tourism-investment-projects,منتج شحات السياحي,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-SHA-00002,tourism-investment-projects,منتجع وموتيل الأمان 1,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-SHA-00003,tourism-investment-projects,منتجع وموتيل الأمان 3,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-SHA-00004,tourism-investment-projects,شاليهات بوعطية,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-SHA-00005,tourism-investment-projects,منتجع جود السياحي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-KHO-00018,tourism-investment-projects,إستراحات فردية درجة أولى,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-SHA-00006,tourism-investment-projects,إستراحات فردية,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-SHA-00007,tourism-investment-projects,منتجع الاسرة السعيدة,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-SHA-00008,tourism-investment-projects,شاليهات بومؤمن,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-SHA-00009,tourism-investment-projects,منتجع سيف للسياحه ولاستثمار,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-HOT-TOB-00001,tourism-investment-projects,منتجع وفندق ريفان السياحي,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-INV-RES-ZUW-00012,tourism-investment-projects,قرية سبتيموس السياحية - زوارة,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
