original_filename,source_folder,relative_source_path,sha256,file_size,width,height,format,duplicate_group,visual_category,proposed_feature_id,proposed_feature_name_ar,proposed_feature_name_en,confidence,publication_status,rights_owner,rights_status,published_relative_path,review_notes
review-ca2d4fcf78.jpeg,existing_atlas,assets/media/LIBYA/Sabratha/published/review-required/review-ca2d4fcf78.jpeg,18bdc7bd5a1a9c8097fbde2a5487633866702a3df92e7c271bbfb26851054864,167644,1080,810,JPEG,dup-18bdc7bd5a1a,review-required,,,,low,review-required,existing_atlas_media,existing_project_asset,,غير مؤكدة؛ محفوظة للمراجعة
review-cd4edd67fd.jpeg,existing_atlas,assets/media/LIBYA/Sabratha/published/review-required/review-cd4edd67fd.jpeg,8d31133359bc0d2d9332e86089f8e7c21954851157fff9a09f868acc36bf8fe8,103605,1080,810,JPEG,dup-8d31133359bc,review-required,,,,low,review-required,existing_atlas_media,existing_project_asset,,غير مؤكدة؛ محفوظة للمراجعة
review-d9c51f6aea.jpeg,existing_atlas,assets/media/LIBYA/Sabratha/published/review-required/review-d9c51f6aea.jpeg,b0e690a3a1e7811ca2e873279e41be5f748069dedc64d0a242263f331b2aac2d,133073,1080,810,JPEG,dup-b0e690a3a1e7,review-required,,,,low,review-required,existing_atlas_media,existing_project_asset,,غير مؤكدة؛ محفوظة للمراجعة
review-ecf53b4930.jpeg,existing_atlas,assets/media/LIBYA/Sabratha/published/review-required/review-ecf53b4930.jpeg,9f7b43ac2c740661dae8e7e57505c9168b6b3e07bd810de3c0cf7c7c24feac5b,107496,719,1080,JPEG,dup-9f7b43ac2c74,review-required,,,,low,review-required,existing_atlas_media,existing_project_asset,,غير مؤكدة؛ محفوظة للمراجعة
sabratha-roman-museum-001.jpg,existing_atlas,assets/media/LIBYA/Sabratha/published/roman-museum/sabratha-roman-museum-001.jpg,da4cce468fdabc9bd62e1027f3d36e3a253c9a9fefd7febddce76bbe395ebf0f,52787,500,308,JPEG,dup-da4cce468fda,review-required,,,,low,review-required,existing_atlas_media,existing_project_asset,,غير مؤكدة؛ محفوظة للمراجعة
sabratha-roman-museum-002.JPG,existing_atlas,assets/media/LIBYA/Sabratha/published/roman-museum/sabratha-roman-museum-002.JPG,dd67f5ff23017e2975795ef9a8437d1485202c0be67498250178f9b10527b334,12013568,5280,3956,MPO,dup-dd67f5ff2301,review-required,,,,low,review-required,existing_atlas_media,existing_project_asset,,غير مؤكدة؛ محفوظة للمراجعة
sabratha-theatre-001.jpg,existing_atlas,assets/media/LIBYA/Sabratha/published/theatre/sabratha-theatre-001.jpg,9d9393fc6999022a72361365fc1eab26eca02a8cdf8af0e481d4cd0ab4dbd617,188686,1024,677,JPEG,dup-9d9393fc6999,review-required,,,,low,review-required,existing_atlas_media,existing_project_asset,,غير مؤكدة؛ محفوظة للمراجعة
sabratha-theatre-002.jpeg,existing_atlas,assets/media/LIBYA/Sabratha/published/theatre/sabratha-theatre-002.jpeg,5a9437742408113759cf95e84a702fdcb10f9450ce8d156c089f3ca3e8257f7a,166535,1280,878,JPEG,dup-5a9437742408,review-required,,,,low,review-required,existing_atlas_media,existing_project_asset,,غير مؤكدة؛ محفوظة للمراجعة
sabratha-theatre-003.jpg,existing_atlas,assets/media/LIBYA/Sabratha/published/theatre/sabratha-theatre-003.jpg,81e07c53392cb3a9f338a46b11f08c4e9c13c7b247291b67e0cac961a9a95b50,3955948,3840,2160,JPEG,dup-81e07c53392c,review-required,,,,low,review-required,existing_atlas_media,existing_project_asset,,غير مؤكدة؛ محفوظة للمراجعة
sabratha-theatre-004.jpg,existing_atlas,assets/media/LIBYA/Sabratha/published/theatre/sabratha-theatre-004.jpg,beed310631126a0e860260c4eea278401b097a6e34c0088b08e0be5ef7e36849,150951,800,600,JPEG,dup-beed31063112,review-required,,,,low,review-required,existing_atlas_media,existing_project_asset,,غير مؤكدة؛ محفوظة للمراجعة
sabratha-theatre-005.jpg,existing_atlas,assets/media/LIBYA/Sabratha/published/theatre/sabratha-theatre-005.jpg,52b65502e4686a4e446266e0065fff9e2a6215d4272e1d1da0f3a971e262429b,201554,1024,677,JPEG,dup-52b65502e468,review-required,,,,low,review-required,existing_atlas_media,existing_project_asset,,غير مؤكدة؛ محفوظة للمراجعة
sabratha-theatre-006.jpg,existing_atlas,assets/media/LIBYA/Sabratha/published/theatre/sabratha-theatre-006.jpg,204859f82d17e1b02cb8040d7992c3b1f7202ca0c541e53df66189ab9625eeba,149422,400,300,JPEG,dup-204859f82d17,review-required,,,,low,review-required,existing_atlas_media,existing_project_asset,,غير مؤكدة؛ محفوظة للمراجعة
sabratha-theatre-007.JPG,existing_atlas,assets/media/LIBYA/Sabratha/published/theatre/sabratha-theatre-007.JPG,704bad17eb02a3e0b40398d8aa335fa394830f6b81e4ed013af3fdb2c440a566,10928128,5280,3956,MPO,dup-704bad17eb02,review-required,,,,low,review-required,existing_atlas_media,existing_project_asset,,غير مؤكدة؛ محفوظة للمراجعة
sabratha-theatre-008.JPG,existing_atlas,assets/media/LIBYA/Sabratha/published/theatre/sabratha-theatre-008.JPG,467640aa178dd4897a0ad8d1ea3a1eec06d5f6d8117e6f635bfdc9f5ad094cd1,12038144,5280,3956,MPO,dup-467640aa178d,review-required,,,,low,review-required,existing_atlas_media,existing_project_asset,,غير مؤكدة؛ محفوظة للمراجعة
