action_id,feature_id,layer_id,name_ar,city_ar,municipality_ar,priority,review_reason_codes,field_or_issue,current_value,required_value,required_action,evidence_available,source_reference,collection_method,verification_method,responsible_entity_required,supporting_entities,deadline_category,publication_impact,status,notes
ACT-00220,LY-FNB-CAF-TRI-00202,tripoliCafes,Big mac burger,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00221,LY-FNB-CAF-TRI-00203,tripoliCafes,THEGATE,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00224,LY-FNB-CAF-TRI-00206,tripoliCafes,8800,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00225,LY-FNB-CAF-TRI-00207,tripoliCafes,كودو - فرع حي دمشق,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00231,LY-FNB-CAF-TRI-00213,tripoliCafes,مطعم Andary فرع صلاح الدين,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00233,LY-FNB-CAF-TRI-00215,tripoliCafes,La Casa04,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00241,LY-FNB-CAF-TRI-00223,tripoliCafes,محمود للسندوتشات 777,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00243,LY-FNB-CAF-TRI-00225,tripoliCafes,شيش زياد فرع زناتة,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00244,LY-FNB-CAF-TRI-00226,tripoliCafes,شرمب نيشن _ليبيا,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00245,LY-FNB-CAF-TRI-00227,tripoliCafes,كباب زناتة,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00247,LY-FNB-CAF-TRI-00229,tripoliCafes,معمل جاميلة البحباح,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00248,LY-FNB-CAF-TRI-00230,tripoliCafes,مطبخ العيلة - cucina famiglia,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00251,LY-FNB-CAF-TRI-00233,tripoliCafes,Gustoso,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00253,LY-FNB-CAF-TRI-00235,tripoliCafes,Eleanor Pastries,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00254,LY-FNB-CAF-TRI-00236,tripoliCafes,Candy house كاندي هاوس,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00255,LY-FNB-CAF-TRI-00237,tripoliCafes,Pinkberry Libya,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00261,LY-FNB-CAF-TRI-00243,tripoliCafes,كلاسيكو ساندوتش,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00263,LY-FNB-CAF-TRI-00245,tripoliCafes,GOULZ,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00264,LY-FNB-CAF-TRI-00246,tripoliCafes,Ottimo Gusto Pizza & Pasta,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00269,LY-FNB-CAF-TRI-00251,tripoliCafes,SUGAR Ben Ashur,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00271,LY-FNB-CAF-TRI-00253,tripoliCafes,دجاج كنتاكي,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00274,LY-FNB-CAF-TRI-00256,tripoliCafes,العمو الجرابة,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00275,LY-FNB-CAF-TRI-00257,tripoliCafes,Bash Burger,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00277,LY-FNB-CAF-TRI-00259,tripoliCafes,THE MEATHOUSE,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00278,LY-FNB-CAF-TRI-00260,tripoliCafes,بـ لبن,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00279,LY-FNB-CAF-TRI-00261,tripoliCafes,تويستر,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00280,LY-FNB-CAF-TRI-00262,tripoliCafes,Diyar al-Sham ديار الشام,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00281,LY-FNB-CAF-TRI-00263,tripoliCafes,Burger Boss,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00282,LY-FNB-CAF-TRI-00264,tripoliCafes,Guns ‘n’ Buns,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00283,LY-FNB-CAF-TRI-00265,tripoliCafes,مطعم زيادة,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00284,LY-FNB-CAF-TRI-00266,tripoliCafes,لاتينو,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00285,LY-FNB-CAF-TRI-00267,tripoliCafes,MOMANTO,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00286,LY-FNB-CAF-TRI-00268,tripoliCafes,S7S Burger مطعم سحس,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00289,LY-FNB-CAF-TRI-00271,tripoliCafes,مطحن جرابة,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00292,LY-FNB-CAF-TRI-00274,tripoliCafes,فرايتس شيف,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00294,LY-FNB-CAF-TRI-00276,tripoliCafes,مطعم طشطشة,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00296,LY-FNB-CAF-TRI-00278,tripoliCafes,Bartato,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00297,LY-FNB-CAF-TRI-00279,tripoliCafes,مطعم الشامي 2- فرع رأس حسن,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00298,LY-FNB-CAF-TRI-00280,tripoliCafes,كباب عريبي,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00299,LY-FNB-CAF-TRI-00281,tripoliCafes,ماندو Mando,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00300,LY-FNB-CAF-TRI-00282,tripoliCafes,مطعم 93,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00301,LY-FNB-CAF-TRI-00283,tripoliCafes,دولشي كيك,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00303,LY-FNB-CAF-TRI-00285,tripoliCafes,عكسـة الرجـال,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00308,LY-FNB-CAF-TRI-00290,tripoliCafes,بريوش عمر,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00310,LY-FNB-CAF-TRI-00292,tripoliCafes,طرابلس,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00311,LY-FNB-CAF-TRI-00293,tripoliCafes,فلامينقو,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00317,LY-FNB-CAF-TRI-00299,tripoliCafes,سيمافرو للوجبات الخفيفة و المعجنات,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00319,LY-FNB-CAF-TRI-00301,tripoliCafes,بسبوسه الفقيه,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00320,LY-FNB-CAF-TRI-00302,tripoliCafes,Tasty Food,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00321,LY-FNB-CAF-TRI-00303,tripoliCafes,فطائر الكريكشي,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00329,LY-FNB-CAF-TRI-00311,tripoliCafes,الزيتونة برجر 🍔 ALZETOUNA BURGER,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00332,LY-FNB-CAF-TRI-00314,tripoliCafes,ماندو | Mando,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00335,LY-FNB-CAF-TRI-00317,tripoliCafes,محمد 2,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00336,LY-FNB-CAF-TRI-00318,tripoliCafes,SUGAR,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00337,LY-FNB-CAF-TRI-00319,tripoliCafes,كودو تاجوراء,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00347,LY-FNB-CAF-TRI-00329,tripoliCafes,السبعة,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00350,LY-FNB-CAF-TRI-00332,tripoliCafes,كوكيز,طرابلس,طرابلس,P2,classification_review|license_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",وزارة السياحة والصناعات التقليدية,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
