action_id,feature_id,layer_id,name_ar,city_ar,municipality_ar,priority,review_reason_codes,field_or_issue,current_value,required_value,required_action,evidence_available,source_reference,collection_method,verification_method,responsible_entity_required,supporting_entities,deadline_category,publication_impact,status,notes
ACT-00085,LY-FNB-CAF-TRI-00067,tripoliCafes,فيول كافي,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00086,LY-FNB-CAF-TRI-00068,tripoliCafes,كافي سويت,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00088,LY-FNB-CAF-TRI-00070,tripoliCafes,الحاج فتحي,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00090,LY-FNB-CAF-TRI-00072,tripoliCafes,مقهى ومطعم فلانيل,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00091,LY-FNB-CAF-TRI-00073,tripoliCafes,بونو كافيه,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00092,LY-FNB-CAF-TRI-00074,tripoliCafes,مقهى رواق الوليد,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00093,LY-FNB-CAF-TRI-00075,tripoliCafes,1ONE DEGREE CAFE,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00094,LY-FNB-CAF-TRI-00076,tripoliCafes,كافي 33,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00095,LY-FNB-CAF-TRI-00077,tripoliCafes,Doctor Sweets,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00096,LY-FNB-CAF-TRI-00078,tripoliCafes,مقهى عصام,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00097,LY-FNB-CAF-TRI-00079,tripoliCafes,بولو كافي,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00098,LY-FNB-CAF-TRI-00080,tripoliCafes,براند كافي,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00099,LY-FNB-CAF-TRI-00081,tripoliCafes,روبوستا كافي,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00100,LY-FNB-CAF-TRI-00082,tripoliCafes,CAFE EXPRESSO,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00101,LY-FNB-CAF-TRI-00083,tripoliCafes,مقهى الفنانين,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00102,LY-FNB-CAF-TRI-00084,tripoliCafes,مقهى العبسي,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00103,LY-FNB-CAF-TRI-00085,tripoliCafes,مقهي هوقو,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00104,LY-FNB-CAF-TRI-00086,tripoliCafes,مقهي مستر بودينق,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00106,LY-FNB-CAF-TRI-00088,tripoliCafes,كافي فيتوريا,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00107,LY-FNB-CAF-TRI-00089,tripoliCafes,مقهى الركن السياحي ( مقهى ارقيلة شيشة ),طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00108,LY-FNB-CAF-TRI-00090,tripoliCafes,حلويات شهرزاد,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00110,LY-FNB-CAF-TRI-00092,tripoliCafes,Cafe Adam,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00111,LY-FNB-CAF-TRI-00093,tripoliCafes,NOTA cafe,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00112,LY-FNB-CAF-TRI-00094,tripoliCafes,مقهى الدغيس,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00113,LY-FNB-CAF-TRI-00095,tripoliCafes,كافي كافا,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00114,LY-FNB-CAF-TRI-00096,tripoliCafes,مقهي الكشك,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00115,LY-FNB-CAF-TRI-00097,tripoliCafes,Country Boy Cafe,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00117,LY-FNB-CAF-TRI-00099,tripoliCafes,مقهى الفانوس,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00118,LY-FNB-CAF-TRI-00100,tripoliCafes,مقهى مانقو السياحية,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00119,LY-FNB-CAF-TRI-00101,tripoliCafes,لاشيتا كافي,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00122,LY-FNB-CAF-TRI-00104,tripoliCafes,كيمو كافي السياحيه,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00123,LY-FNB-CAF-TRI-00105,tripoliCafes,قهوة 11,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00124,LY-FNB-CAF-TRI-00106,tripoliCafes,مقهى لاكارايا,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00125,LY-FNB-CAF-TRI-00107,tripoliCafes,كافيه كديلك,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00126,LY-FNB-CAF-TRI-00108,tripoliCafes,كافي716,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00127,LY-FNB-CAF-TRI-00109,tripoliCafes,البيك للحلويات والعصائر,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00128,LY-FNB-CAF-TRI-00110,tripoliCafes,مقهى ميرال,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00129,LY-FNB-CAF-TRI-00111,tripoliCafes,كافي موتشي Cafe Motche,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00130,LY-FNB-CAF-TRI-00112,tripoliCafes,كافي مناف Manaf Cafe,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00131,LY-FNB-CAF-TRI-00113,tripoliCafes,كافي شمس الأندلس,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00132,LY-FNB-CAF-TRI-00114,tripoliCafes,كافي لوقانو lugano,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00134,LY-FNB-CAF-TRI-00116,tripoliCafes,JOE & THE JUICE LIBYA,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00135,LY-FNB-CAF-TRI-00117,tripoliCafes,الحاج فتحي,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00136,LY-FNB-CAF-TRI-00118,tripoliCafes,هافانا للعصائر,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00141,LY-FNB-CAF-TRI-00123,tripoliCafes,Lotche Cafe - مقهى لوتشي,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00144,LY-FNB-CAF-TRI-00126,tripoliCafes,مقهى البناني,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00146,LY-FNB-CAF-TRI-00128,tripoliCafes,الحاج فتحي - جنزور,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00147,LY-FNB-CAF-TRI-00129,tripoliCafes,De keyff cafe,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00148,LY-FNB-CAF-TRI-00130,tripoliCafes,WM JTV Cafe,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00149,LY-FNB-CAF-TRI-00131,tripoliCafes,مقهى الكروان,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00150,LY-FNB-CAF-TRI-00132,tripoliCafes,كافي المشتل,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00151,LY-FNB-CAF-TRI-00133,tripoliCafes,DK COFFEE,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00154,LY-FNB-CAF-TRI-00136,tripoliCafes,مقهى المشتل,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00155,LY-FNB-CAF-TRI-00137,tripoliCafes,Be one cafe بي وان كافي,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00156,LY-FNB-CAF-TRI-00138,tripoliCafes,قهوة حاتم,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00157,LY-FNB-CAF-TRI-00139,tripoliCafes,Cafe 717,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00158,LY-FNB-CAF-TRI-00140,tripoliCafes,حلويات موزارت - السياحية,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00161,LY-FNB-CAF-TRI-00143,tripoliCafes,مقهى بيتزا الفورنو غوط الشعال,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00163,LY-FNB-CAF-TRI-00145,tripoliCafes,مقهى - السراج,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00165,LY-FNB-CAF-TRI-00147,tripoliCafes,Aws coffee,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
ACT-00166,LY-FNB-CAF-TRI-00148,tripoliCafes,A K Caffee,طرابلس,طرابلس,P3,license_review,license_review,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tripoli-cafes.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",جهة الترخيص السياحي,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,next_review_cycle,quality,open,"Entity is required for completion, not asserted as the current source."
