feature_id,facility_name_ar,image_id,current_rights_status,likely_rights_holder,evidence_available,required_confirmation,recommended_contact,publication_blocker,priority,notes
LY-HOT-000337,الهضبة للشقق الفندقية,IMG-8965EEC8E5FF047F,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000338,الامان للشقق الفندقية,IMG-500722E7A72A0CB8,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000339,نزل ماريا MARIYA,IMG-85FF2A28B63234FE,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000340,فندق الرابطة,IMG-BD20E72787241A92,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000342,فندق غريان السياحي,IMG-4B76AA9E191EC586,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000343,فندق روايال غريان,IMG-B2F0F8C95D27D07E,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000344,فندق حوش بوغنوش,IMG-A99658DB11939621,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000345,فندق اللؤلؤة السياحي البضاء,IMG-C1997F4EB6ECAB93,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000346,فندق لؤلؤة الخليج البيضاء,IMG-5875E6DDBB7440C2,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000349,النوران_ للشقق_الفندقية,IMG-65F952AC1826FCC9,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000352,فندق اية الجبل البيضاء,IMG-2986C5A66BB26BE3,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000355,فندق برونتو البيضاء,IMG-CCB429063BDA2EAE,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000356,عمارة الجوري للشقق الفندقية,IMG-17E2B625E5E1BCA6,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000357,فندق العنود البيضاء,IMG-819089A3F33FB55C,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000358,فندق الفردوس للشقق الفندقية,IMG-14245C39708E3BCD,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000360,فندق مرحبا للخدمات السياحية,IMG-BACA013556C590D9,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000361,عمارة اضواء ليبيا للشقق الفندقية البيضاء,IMG-9BF85753F3D4472A,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000363,فندق المرقب السياحي الخمس,IMG-0457C54827D282C9,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000364,فندق التوليب السياحي الخمس,IMG-BDD22CBAB3D84BB7,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000365,فندق بيت سباب الخمس,IMG-6DE54E582E1827F9,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000366,فندق الاخوة السياحي الخمس,IMG-0AD416076AE4E41A,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000375,فندق الخليج,IMG-3689B35FCE5A7ED0,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000376,فندق أضواء قرطاج,IMG-1BD693AB20394DC5,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000377,فندق اجنحة قرطاج,IMG-6569E1B0BB8E0782,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000378,فندق الباشا,IMG-ED83FCE5201AF85C,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000379,دار السلام للشقق الفندقية,IMG-65EB7AC18CE64A22,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000380,فندق نيو سيتي,IMG-E9E5D5D57BE0E74A,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000384,فندق جولف,IMG-666F1656E7D3A85E,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000385,فندق زهرة الشمس,IMG-D7133115A485D29B,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000386,فندق سنترو,IMG-BB1EDEC4DA9BCC9F,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000388,فندق كيان 2,IMG-A1754166EF9651FE,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000389,فندق نور الثريا السياحى,IMG-F19D53660A0C5316,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000390,فندق أويا,IMG-DD01B3202625761C,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000392,اجنحة كراون للشقق الفندقية,IMG-9B12B9937D7300CA,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000393,الدلتا للشقق الفندقية 2,IMG-FEB66814946A0C34,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000394,الدلتا للشقق الفندقية 1,IMG-646D87B3751258C3,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000395,الشاطي الذهبي,IMG-3F3998976A1F9DD4,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000396,العنوان للشقق الفندقيه,IMG-4A9145DFE8B3BDD1,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000398,القبس لشقق الفندقيه,IMG-8463F4C0B4C523C4,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000399,الماسة للأجنحة الفندقية,IMG-A3238C4AC13F9C7F,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000400,المجرة للشقق الفندقية,IMG-9067216E5A3805E8,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000401,المكان للشقق الفندقية,IMG-071FE7CDBF486A2C,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000402,اوكا لشقق الفندقيه vib,IMG-62556205882AEEA0,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000404,إقامة قورينا الفاخرة,IMG-1CE1F1A994793506,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000405,أجنحة الفوانيس للشقق الفندقية,IMG-04F9E0CDB205B35F,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000406,بيت النوران للشقق الفندقية,IMG-62C4E7036D00D879,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000407,بيوت العاصمة للشقق الفندقية,IMG-D9EDED0098CA6015,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000408,جواهر العاصمة للشقق الفندقية,IMG-1841627598673B86,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000409,جولايا للشقق الفندقية,IMG-DE13875E15FF98C7,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000410,جوهرة السلام للشقق الفندقية,IMG-B72D016B90536F00,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000411,حدائق المشتل للشقق الفندقية,IMG-176798488A35C25B,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000412,دار الضيافة 2 للشقق الفندقية,IMG-8C23E869CDE883F2,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000413,شركة العميد لايجار الشقق الفندقية,IMG-FD41C8ED19ACA6CA,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000414,شقق البرنس,IMG-3859DF30E43751C6,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000415,شقق الرواد المفروشة,IMG-7053C4C6903C739C,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000416,شقق فيلا ليبيا الفندقية,IMG-7A112E81106A3622,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000417,فندق اكاكوس,IMG-71F0147F76EA876C,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000418,فندق الاخوة,IMG-0369D2CCBFEBB36D,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000419,فندق الاصالة,IMG-DC8036C639747547,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000421,فندق البتراء,IMG-D5C7DDCCE12EA1FE,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000423,فندق البيت الراقي للشقق الفندقية,IMG-CEB56CEBA46AE29E,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000424,فندق التاج,IMG-46821D9B585FFE64,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000425,فندق التوفيق بلازا,IMG-622D25A255534D5F,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000432,فندق الدبلوماسي,IMG-1B3C9820F53BEE88,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000434,فندق الديار,IMG-9D2B03FE06D8CF71,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000444,فندق الريان,IMG-4CAA6944989EC466,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000445,فندق الزيتونة,IMG-C2390CB8BDA7A88F,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000446,فندق السرايا,IMG-5F0B87CC56980023,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000484,فندق المهاري رادسون بلو,IMG-5907F4EB5DA0B991,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000496,فندق اوال,IMG-D2C42BD4A4895D81,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
LY-HOT-000569,لانكاستر برج الحياة (ماريوت سابقا),IMG-C73E517BCA650C42,unknown,unknown,none in local rights register,documented permission or institutional source record,facility_management,true,A,Likely holder is not ownership evidence.
