id,name_ar,quality_status,completeness_percent,missing_fields,review_status,notes
LY-FNB-CAF-TRI-00001,كافي 92,medium,55,district|opening_hours|services|license|image,integrated,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00182,Ram Cafe,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00183,كافي شيش خان,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00184,essse cafè,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00185,libya costa cafe,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00186,عصائر هاواي,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00187,Olympic Coffee - أولمبيك كافي,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00188,بيتزا 99,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00189,كافي باب المدينة,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00190,مطعم لبرتون,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00191,مقهى ثمانية وثمانون - 88,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00192,كافي 88 للوجبات السريعة,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00193,اللموشي للسندوتشات,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00194,مطعم الطاهي للمأكولات البحرية,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00195,Cafe Latte,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00196,زهير بريش للحلويات الببو,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00197,قهوة المسيرة,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00198,كافي الوافي,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00199,Karo Café - كارو كافي,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00200,Resto coffe,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00201,مقهى تن,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00202,Big mac burger,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00203,THEGATE,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00204,كافي روت 66,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00205,كلاسيكو كافي,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00206,8800,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00207,كودو - فرع حي دمشق,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00208,مقهى المجلس,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00209,مقهى البوعة,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00210,كافي مقيق,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00211,قهوة همبورقه,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00212,Cafe bene,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00213,مطعم Andary فرع صلاح الدين,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00214,مقهى الوادي,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00215,La Casa04,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00216,الحاج فتحي - عين زارة,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00217,اشتيوي كافي خلة الفرجان,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00218,مقهى العبسي,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00219,مقهى بايو كافي في مقسم بن معتوق,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00220,مقهي وحلويات الكرم (الكشك),low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00221,كافي كوب,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00222,الدبشي كافيه - Dabshi coffee,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00223,محمود للسندوتشات 777,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00224,كافي جزيل - JAZEEL CAFE,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00225,شيش زياد فرع زناتة,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00226,شرمب نيشن _ليبيا,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00227,كباب زناتة,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00228,شركة نون للعصائر,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00229,معمل جاميلة البحباح,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00230,مطبخ العيلة - cucina famiglia,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00231,Vanilla Patisserie حلويات ڤانيليا,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00232,Espressolab,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00233,Gustoso,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00234,Bubble Tea ببل تي,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00235,Eleanor Pastries,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00236,Candy house كاندي هاوس,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00237,Pinkberry Libya,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00238,Buonissimo gelato Italiano,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00239,Nostro caffe,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00240,كافي لاتي,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00241,Alhofra Cafe - مقهي الحفرة,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00242,ڤوگ كافيه ومطعم,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00243,كلاسيكو ساندوتش,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00244,موندو جيلاتو - القادسية,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00245,GOULZ,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00246,Ottimo Gusto Pizza & Pasta,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00247,مقهي كابو,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00248,مقهى الشيباني,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00249,Sage Cafe - ساج كافي,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00250,Costa Cafe,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00251,SUGAR Ben Ashur,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00252,Al DENTE Cafe M Hanka,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00253,دجاج كنتاكي,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00254,Miss cake sweet shop and cafe 2,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00255,كافي مدريد,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00256,العمو الجرابة,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00257,Bash Burger,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00258,Pink Cafe,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00259,THE MEATHOUSE,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00260,بـ لبن,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00261,تويستر,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00262,Diyar al-Sham ديار الشام,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00263,Burger Boss,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00264,Guns ‘n’ Buns,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00265,مطعم زيادة,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00266,لاتينو,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00267,MOMANTO,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00268,S7S Burger مطعم سحس,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00269,كوب كافي,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00270,Terrace café,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00271,مطحن جرابة,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00272,Mammamia كافي ماماميا,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00273,لافندر كافي,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00274,فرايتس شيف,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00275,مقهى هارون فرع بن عاشور,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00276,مطعم طشطشة,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00277,مقهى تشامبيون - Cafe champion,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00278,Bartato,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00279,مطعم الشامي 2- فرع رأس حسن,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00280,كباب عريبي,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00281,ماندو Mando,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00282,مطعم 93,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00283,دولشي كيك,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00284,مقهى براون - Brown Cafe,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00285,عكسـة الرجـال,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00286,مقهى القيزاني - Cafe algezani,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00287,كافيتيريا كلية العلوم / جامعة طرابلس,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00288,Espresso Lab Cafe - مقهى إسبريسو لاب,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00289,Crown Cafe,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00290,بريوش عمر,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00291,الكردي كافي,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00292,طرابلس,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00293,فلامينقو,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00294,كافي قمر,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00295,WAKE UP COFFEE SHOP,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00296,cafe 99,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00297,Thaj Cafe,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00298,كافي أدجيم,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00299,سيمافرو للوجبات الخفيفة و المعجنات,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00300,عالم القهوة,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00301,بسبوسه الفقيه,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00302,Tasty Food,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00303,فطائر الكريكشي,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00304,أورزو للأيسكريم orso ice cream,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00305,قهوة داكوردو,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00306,مقهى MAIN GATE,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00307,كاستيلو كافي,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00308,مقهى الفنجان الذهبي,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00309,قهوة الدقروني,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00310,IPSA ICE CREAM ابسا للمثلجات و الجيلاطي,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00311,الزيتونة برجر 🍔 ALZETOUNA BURGER,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00312,فرشيلو كافي Farchilo Coffee,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00313,مقهى ابو كتيف,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00314,ماندو | Mando,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00315,مقهى الديدو _ Café AlDido,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00316,كافي 2023,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00317,محمد 2,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00318,SUGAR,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00319,كودو تاجوراء,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00320,Naas Cafe,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00321,العالم للحلويات,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00322,B1 coffee,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00323,مقهى و مطعم عصمان,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00324,الحاج فتحي فرع تاجوراء,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00325,Café Motiv,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00326,مقهى المداق,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00327,7stars cafe,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00328,مقهي الوطنية,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00329,السبعة,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00330,مقهى هارون فرع السبعة,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00331,SamboCoffee,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00332,كوكيز,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00333,B&B Fast Food,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00334,كافي تشينو Chino Cafe,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00335,Cafe 55,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00336,Vero caffe,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00337,مقهى هارون,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00338,مقهى فينيسيا للبيتزا والمعجنات,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00339,بيانكا -BIANCA,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00340,بيتزا الفوار 2,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00341,تيك اوي,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00342,Caffe 25,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00343,بانيني كافيه,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00344,مقهى سيلفيوم,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00345,معمل القشطة,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00346,Malek cafe,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00347,Habibi caffe & games,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00348,مقهى الوسام,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00349,مقهى الكبدة تاجوراء,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00350,Maram Kitchen,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00351,مقهى فيرونا VERONA CAFFE,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00352,مقهي بلاك اند وايت,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00353,مستر باسترس mr. Pastries,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00354,قهوة عصام الجديدة,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00355,La Dolce Vita,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00356,كافي برقان,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00357,كافي شباب بلادي,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00358,ويلا كافي,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00359,مقهي الأرز,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00360,Como Coffee,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
