id,name_ar,readiness_score,readiness_level,missing_fields,method,disclaimer
LY-INV-HOT-SEB-00001,فندق طيبة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-TRI-00009,فندق قصر الفيروز,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00007,فندق ابونواس,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00008,فندق احواص,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00009,فندق الانوار,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-TRI-00010,فندق الأخوة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-TRI-00011,فندق الأصالة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00010,فندق الأصيل,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00011,فندق الأندلس,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-MIS-00002,فندق البركة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00012,فندق البستان,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-MIS-00003,التاج للشقق الفندقية,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00013,فندق التاجوري,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00014,فندق الجبل,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-SAB-00002,فندق جوهرة صبراتة السياحي,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00015,فندق الجوهرة الزاوية,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00016,فندق الحديقة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00017,فندق الحمام السياحي,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00018,فندق الحياة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-TRI-00012,فندق الخان الطرابلسي,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00019,فندق الخليج,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00020,فندق الخليل السياحي,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-TRI-00013,فندق الدبلوماسي,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00021,فندق الدوحة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00022,فندق الديار,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00023,فندق الرابطة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00024,فندق الرفيع,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-TRI-00014,فندق الريان,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00025,فندق الزهر,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00026,فندق الزيتونة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00027,فندق السرايا,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-ZUW-00002,فندق زوارة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-TRI-00015,فندق السندباد,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00028,فندق السهم,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00029,فندق السياحي,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00030,فندق الشاطىء,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00031,فندق الشجرة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00032,فندق الشرق,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-TRI-00016,فندق الشمس,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00033,فندق الصحراوي,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00034,فندق الصفوة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-MIS-00004,فندق الصناعية مصراتة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-TRI-00017,فندق الصولجان,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00035,فندق الضيافة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-TRI-00018,فندق العاصمة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-GHA-00005,فندق الغدامسية,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00036,فندق القرقني,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00037,فندق القوس,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00038,فندق الكبير,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00039,فندق الكرومة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00040,فندق الماسة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00041,فندق المتوسط,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00042,فندق المدينة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00043,فندق المرقب,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00044,فندق المشكاة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00045,فندق المنامة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00046,فندق النخلة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-KHO-00003,فندق النقازة الخمس,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00047,فندق النهر,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00048,فندق الهنشيري,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00049,فندق الهيشة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00050,فندق الواحات,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00051,فندق الياسمين,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00052,فندق أجنحة قرطاج,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00053,فندق أفريقيا,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00054,فندق أوال,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-TRI-00019,فندق باب البحر,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00055,فندق بلازما,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00056,فندق بن يدر,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00057,فندق بنت السيد,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00058,فندق بودلغوسة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00059,فندق بيت الأمان,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00060,فندق بيت الشرق,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00061,فندق تابكت,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00062,فندق توباكتس,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00063,فندق جي دبليو ماريوت,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-GHA-00006,فندق دار غدامس,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00064,فندق ديار الهناء,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00065,فندق ليبوس,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00066,فندق ريكسوس,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-ZLI-00001,فندق زليتن,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00067,فندق زميت,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00068,فندق زهرة الخليج,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-ZUW-00003,فندق زوارة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00069,فندق سرايا الليبو,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00070,فندق سفاري,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00071,فندق سفاري 2,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00072,فندق سفيروس,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00073,فندق شروق افريقيا,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00074,فندق صحارى ليبيا,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00075,فندق ضيافة ونيس,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-TRI-00020,فندق طرابلس الدولي,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00076,فندق طليطلة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00077,فندق طيبة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00078,فندق عمير,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00079,فندق عين الفرس,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00080,فندق غابة الكشافة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00081,فندق غريان السياحي,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00082,فندق قرطاج,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00083,فندق قصر الظهرة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00084,فندق قصر الفيروز,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-SAB-00003,فندق قمر صبراتة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00085,فندق كونتنتال,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-KHO-00004,فندق لبدة السياحي الخمس,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00086,فندق ليالي قرطاج,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00087,فندق ليبيا,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00088,فندق مادي الحسان,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-GHA-00007,فندق نجوم غدامس,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00089,فندق نور الثريا,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00090,فندق واستراحة جادو,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00091,فندق ومطعم الامتياز,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00092,فندق ومطعم النزهة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00093,فندق يفرن,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-TRI-00021,طرابلس للشقق الفندقية,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-REV-TRI-00001,نزل طرابلس الحديث,20,insufficient_data,type|legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00094,فندق الثريا السياحي,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00095,فندق الأنيس,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00096,فندق البتراء,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00097,فندق البردي,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00098,فندق التلال,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00099,فندق الجبل,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00100,فندق الجبل الأخضر,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00101,فندق الجغبوب,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00102,فندق الجلاء,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00103,فندق الحديقة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00104,فندق الحمام السياحي,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00105,فندق الحياة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-TRI-00022,فندق الخان الطرابلسي,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00106,فندق الخليل السياحي,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00107,فندق الدوحة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00108,فندق الرحاب,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00109,فندق الزهر,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00110,فندق الزيتونة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00111,فندق السرايا,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00112,فندق السلام,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00113,فندق السهم,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00114,فندق السياحي,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-TRI-00023,فندق ابن الرومي,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00115,فندق اجدابيا,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-MIS-00005,فندق الحياة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00116,فندق الصحراوي,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-MIS-00006,فندق الصناعية مصراتة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00117,فندق العوينات,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00118,فندق الفردوس,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00119,فندق الفضيل,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00120,فندق الفضيل رأس لانوف,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00121,فندق الفلك,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00122,فندق القرضابية,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00123,فندق القلعة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00124,فندق الكاظم,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00125,فندق الكرومة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00126,فندق المبروك,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-KHO-00005,فندق المتوسط الخمس,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-BAY-00005,فندق المدينة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00127,فندق المدينة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00128,فندق المدينة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00129,فندق المدينة,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00130,فندق المرج السياحي,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
LY-INV-HOT-NAT-00131,فندق المرقب,30,insufficient_data,legal|ownership|infrastructure|license|finance|status|entity,preliminary_data_readiness_assessment,Not a legal approval or investment decision.
