record_a_layer,record_a_id,record_a_name,record_b_layer,record_b_id,record_b_name,distance_meters,name_similarity,geometry_relationship,duplicate_classification,recommended_action,confidence,notes
investment,LY-INV-HOT-GHA-00007,فندق نجوم غدامس,investment,LY-INV-HOT-GHA-00008,فندق نجوم غدامس,0.0,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,Co-located opportunities may be distinct or parent/child.
investment,LY-INV-HOT-NAT-00089,فندق نور الثريا,investment,LY-INV-HOT-TRI-00035,فندق نور الثرياء,37.6,0.96,within_layer_proximity,probable_duplicate,retain_and_review,medium,Co-located opportunities may be distinct or parent/child.
investment,LY-INV-HOT-NAT-00089,فندق نور الثريا,investment,LY-INV-HOT-TRI-00038,فندق الثريا,220.9,0.762,within_layer_proximity,review_required,retain_and_review,medium,Co-located opportunities may be distinct or parent/child.
investment,LY-INV-HOT-NAT-00090,فندق واستراحة جادو,investment,LY-INV-HOT-NAT-00217,فندق واستراحة جادو,0.0,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,Co-located opportunities may be distinct or parent/child.
investment,LY-INV-HOT-NAT-00092,فندق ومطعم النزهة,investment,LY-INV-HOT-NAT-00218,فندق ومطعم النزهة,0.0,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,Co-located opportunities may be distinct or parent/child.
investment,LY-INV-HOT-NAT-00093,فندق يفرن,investment,LY-INV-HOT-NAT-00219,فندق يفرن,0.0,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,Co-located opportunities may be distinct or parent/child.
investment,LY-INV-HOT-TRI-00021,طرابلس للشقق الفندقية,investment,LY-INV-HOT-TRI-00024,طرابلس للشقق الفندقية,0.0,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,Co-located opportunities may be distinct or parent/child.
investment,LY-INV-REV-TRI-00001,نزل طرابلس الحديث,investment,LY-INV-REV-TRI-00002,نزل طرابلس الحديث,0.0,1,within_layer_proximity,confirmed_duplicate,retain_and_review,high,Co-located opportunities may be distinct or parent/child.
investment,LY-INV-HOT-NAT-00115,فندق اجدابيا,investment,LY-INV-HOT-NAT-00252,فندق اجدابيا السياحي,8.6,0.769,within_layer_proximity,review_required,retain_and_review,medium,Co-located opportunities may be distinct or parent/child.
investment,LY-INV-HOT-NAT-00141,فندق الهاني/ نزل,investment,LY-INV-HOT-NAT-00231,فندق الهاني,82.6,0.857,within_layer_proximity,review_required,retain_and_review,medium,Co-located opportunities may be distinct or parent/child.
investment,LY-INV-HOT-NAT-00161,فندق أوال,investment,LY-INV-HOT-TRI-00028,فندق أوال,119.3,1,within_layer_proximity,review_required,retain_and_review,medium,Co-located opportunities may be distinct or parent/child.
investment,LY-INV-HOT-NAT-00167,فندق بلازما,investment,LY-INV-HOT-TRI-00046,فندق بلازما,20.4,1,within_layer_proximity,probable_duplicate,retain_and_review,medium,Co-located opportunities may be distinct or parent/child.
investment,LY-INV-HOT-NAT-00172,فندق توباكتس,investment,LY-INV-HOT-TRI-00051,فندق توباكتس,40.1,1,within_layer_proximity,probable_duplicate,retain_and_review,medium,Co-located opportunities may be distinct or parent/child.
investment,LY-INV-HOT-NAT-00185,فندق ريباس,investment,LY-INV-HOT-TRI-00054,فندق ريباس,16.2,1,within_layer_proximity,probable_duplicate,retain_and_review,medium,Co-located opportunities may be distinct or parent/child.
investment,LY-INV-HOT-NAT-00189,فندق زهرة الخليج,investment,LY-INV-HOT-TRI-00044,فندق زهرة الخليج,31.6,1,within_layer_proximity,probable_duplicate,retain_and_review,medium,Co-located opportunities may be distinct or parent/child.
investment,LY-INV-HOT-NAT-00199,فندق غريان السياحي,investment,LY-INV-HOT-NAT-00259,فندق غريان السياحي,1.0,1,within_layer_proximity,probable_duplicate,retain_and_review,medium,Co-located opportunities may be distinct or parent/child.
investment,LY-INV-HOT-TRI-00025,فندق قرطاج السياحى1,investment,LY-INV-HOT-TRI-00031,فندق قرطاج السياحى2,35.6,0.938,within_layer_proximity,probable_duplicate,retain_and_review,medium,Co-located opportunities may be distinct or parent/child.
investment,LY-INV-HOT-TRI-00027,فندق الفصول الاربعة 3,investment,LY-INV-HOT-TRI-00036,فندق الفصول الاربعة 2,236.0,0.933,within_layer_proximity,review_required,retain_and_review,medium,Co-located opportunities may be distinct or parent/child.
investment,LY-INV-HOT-TRI-00027,فندق الفصول الاربعة 3,investment,LY-INV-HOT-TRI-00042,فندق الفصول الابعة 1,130.5,0.828,within_layer_proximity,review_required,retain_and_review,medium,Co-located opportunities may be distinct or parent/child.
investment,LY-INV-HOT-TRI-00032,فندق التوفيق 2,investment,LY-INV-HOT-TRI-00048,فندق التوفيق 1,51.9,0.909,within_layer_proximity,probable_duplicate,retain_and_review,medium,Co-located opportunities may be distinct or parent/child.
investment,LY-INV-HOT-TRI-00036,فندق الفصول الاربعة 2,investment,LY-INV-HOT-TRI-00042,فندق الفصول الابعة 1,121.5,0.828,within_layer_proximity,review_required,retain_and_review,medium,Co-located opportunities may be distinct or parent/child.
investment,LY-INV-HOT-TRI-00039,فندق الشاطئ الذهبى,investment,LY-INV-HOT-NAT-00250,فندق الشاطىء الذهبي,108.6,0.897,within_layer_proximity,review_required,retain_and_review,medium,Co-located opportunities may be distinct or parent/child.
investment,LY-INV-REV-NAT-00035,سيدي عبدالجليل-1,investment,LY-INV-REV-NAT-00036,سيدي عبدالجليل-2,145.3,0.923,within_layer_proximity,review_required,retain_and_review,medium,Co-located opportunities may be distinct or parent/child.
investment,LY-INV-REV-NAT-00036,سيدي عبدالجليل-2,investment,LY-INV-REV-NAT-00037,سيدي عبدالجليل-3,121.3,0.923,within_layer_proximity,review_required,retain_and_review,medium,Co-located opportunities may be distinct or parent/child.
investment,LY-INV-REV-NAT-00037,سيدي عبدالجليل-3,investment,LY-INV-REV-NAT-00038,سيدي عبدالجليل-4,249.8,0.923,within_layer_proximity,review_required,retain_and_review,medium,Co-located opportunities may be distinct or parent/child.
investment,LY-INV-REV-NAT-00039,سيدي عبدالجليل-5,investment,LY-INV-REV-NAT-00040,سيدي عبدالجليل-6,230.9,0.923,within_layer_proximity,review_required,retain_and_review,medium,Co-located opportunities may be distinct or parent/child.
hotels,LY-HOT-000005,منتجع شحات السياحي,resorts,LY-ACC-RES-SHA-00001,منتج شحات السياحي,11.5,0.968,nearby,cross_layer_relationship,retain_and_review,low,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000011,منتجع الينابيع السياحي,resorts,LY-ACC-RES-NAT-00038,منتجع الينابيع السياحي,44.1,1.0,nearby,cross_layer_relationship,retain_and_review,low,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000026,منتجع وموتيل الأمان,resorts,LY-ACC-RES-SHA-00002,منتجع وموتيل الأمان 1,44.4,0.971,nearby,cross_layer_relationship,retain_and_review,low,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000370,Sabratha youth hostel _بيت شباب صبراتة,resorts,LY-ACC-RES-SAB-00007,Sabratha youth hostel _بيت شباب صبراتة,0.0,1.0,nearby,probable_duplicate,review_cross_layer_role_before_any_change,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000371,Lancaster Al Salam Resort - منتجع لانكستر السلام,resorts,LY-ACC-RES-NAT-00063,Lancaster Al Salam Resort - منتجع لانكستر السلام,0.0,1.0,nearby,probable_duplicate,review_cross_layer_role_before_any_change,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000001,فندق كورنثيا,investment,LY-INV-HOT-TRI-00002,فندق كورنثيا,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000002,فندق بينثابوليس,investment,LY-INV-HOT-BAY-00001,فندق بينثابوليس,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000004,فندق تبرس,investment,LY-INV-HOT-TRI-00003,فندق تبرس,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000005,منتجع شحات السياحي,investment,LY-INV-RES-SHA-00001,منتج شحات السياحي,11.5,0.968,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000005,منتجع شحات السياحي,investment,LY-INV-RES-SHA-00010,منتجع شحات السياحي,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000006,فندق المنارة,investment,LY-INV-HOT-NAT-00001,فندق المنارة,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000007,فندق لؤلؤة الخليج,investment,LY-INV-HOT-BAY-00002,فندق لؤلؤة الخليج,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000008,فندق التلال الوسيطة البيضاء,investment,LY-INV-HOT-BAY-00003,فندق التلال الوسيطة البيضاء,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000009,العنود للشقق الفندقية,investment,LY-INV-HOT-NAT-00002,العنود للشقق الفندقية,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000010,فندق الثريا,investment,LY-INV-HOT-NAT-00003,فندق الثريا,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000011,منتجع الينابيع السياحي,investment,LY-INV-RES-NAT-00038,منتجع الينابيع السياحي,44.1,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000011,منتجع الينابيع السياحي,investment,LY-INV-EXP-SHA-00001,منتجع الينابيع السياحي,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000012,فندق برقة,investment,LY-INV-HOT-NAT-00004,فندق برقة,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000013,فندق الهديل,investment,LY-INV-HOT-NAT-00005,فندق الهديل,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000017,فندق فكتوريا,investment,LY-INV-HOT-TRI-00004,فندق فكتوريا,0.1,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000018,فندق الطاووس,investment,LY-INV-HOT-TRI-00005,فندق الطاووس,0.1,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000019,فندق الودان,investment,LY-INV-HOT-TRI-00007,فندق الودان,56.1,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000021,فندق سان جورج,investment,LY-INV-HOT-TOB-00003,فندق سان جورج,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000023,بيوت الشباب,investment,LY-INV-REV-SHA-00001,بيوت الشباب,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000024,فندق بلاغراي السياحي ( التلال سابقا ),investment,LY-INV-HOT-BAY-00004,فندق بلاغراي السياحي ( التلال سابقا ),0.1,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000025,منتجع ايميليا,investment,LY-INV-RES-DER-00003,منتجع ايميليا,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000026,منتجع وموتيل الأمان,investment,LY-INV-RES-SHA-00002,منتجع وموتيل الأمان 1,44.4,0.971,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000026,منتجع وموتيل الأمان,investment,LY-INV-RES-SHA-00011,منتجع وموتيل الأمان,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000028,نالوت غدامس فندق باب العز,investment,LY-INV-HOT-GHA-00004,نالوت غدامس فندق باب العز,0.1,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000029,فندق أبراج الوسطى,investment,LY-INV-HOT-NAT-00006,فندق أبراج الوسطى,164.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000030,فندق طيبة,investment,LY-INV-HOT-SEB-00001,فندق طيبة,67.9,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000031,فندق قصر الفيروز,investment,LY-INV-HOT-TRI-00009,فندق قصر الفيروز,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000033,فندق ابونواس,investment,LY-INV-HOT-NAT-00007,فندق ابونواس,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000034,فندق احواص,investment,LY-INV-HOT-NAT-00008,فندق احواص,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000035,فندق الانوار,investment,LY-INV-HOT-NAT-00009,فندق الانوار,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000036,فندق الأخوة,investment,LY-INV-HOT-TRI-00010,فندق الأخوة,0.1,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000037,فندق الأصالة,investment,LY-INV-HOT-TRI-00011,فندق الأصالة,11.8,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000038,فندق الأصيل,investment,LY-INV-HOT-NAT-00010,فندق الأصيل,12.9,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000039,فندق الأندلس,investment,LY-INV-HOT-NAT-00011,فندق الأندلس,12.1,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000040,فندق البركة,investment,LY-INV-HOT-MIS-00002,فندق البركة,5.6,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000041,فندق البستان,investment,LY-INV-HOT-NAT-00012,فندق البستان,0.1,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000042,التاج للشقق الفندقية,investment,LY-INV-HOT-MIS-00003,التاج للشقق الفندقية,11.1,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000044,فندق الجبل,investment,LY-INV-HOT-NAT-00014,فندق الجبل,65.5,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000044,فندق الجبل,investment,LY-INV-HOT-NAT-00099,فندق الجبل,65.5,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000045,فندق جوهرة صبراتة السياحي,investment,LY-INV-HOT-SAB-00002,فندق جوهرة صبراتة السياحي,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000046,فندق الجوهرة الزاوية,investment,LY-INV-HOT-NAT-00015,فندق الجوهرة الزاوية,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000048,فندق الحمام السياحي,investment,LY-INV-HOT-NAT-00017,فندق الحمام السياحي,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000048,فندق الحمام السياحي,investment,LY-INV-HOT-NAT-00104,فندق الحمام السياحي,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000049,فندق الخان الطرابلسي,investment,LY-INV-HOT-TRI-00012,فندق الخان الطرابلسي,25.6,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000049,فندق الخان الطرابلسي,investment,LY-INV-HOT-TRI-00022,فندق الخان الطرابلسي,25.6,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000050,فندق الخليج,investment,LY-INV-HOT-NAT-00019,فندق الخليج,1.4,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000051,فندق الدبلوماسي,investment,LY-INV-HOT-TRI-00013,فندق الدبلوماسي,13.1,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000052,فندق الدوحة,investment,LY-INV-HOT-NAT-00021,فندق الدوحة,2.2,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000052,فندق الدوحة,investment,LY-INV-HOT-NAT-00107,فندق الدوحة,2.2,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000053,فندق الديار,investment,LY-INV-HOT-NAT-00022,فندق الديار,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000054,فندق الرابطة,investment,LY-INV-HOT-NAT-00023,فندق الرابطة,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000054,فندق الرابطة,investment,LY-INV-HOT-NAT-00257,فندق الرابطة,22.5,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000055,فندق الرفيع,investment,LY-INV-HOT-NAT-00024,فندق الرفيع,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000056,فندق الريان,investment,LY-INV-HOT-TRI-00014,فندق الريان,9.1,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000056,فندق الريان,investment,LY-INV-HOT-TRI-00038,فندق الثريا,93.5,0.9,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000057,فندق الزهر,investment,LY-INV-HOT-NAT-00025,فندق الزهر,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000057,فندق الزهر,investment,LY-INV-HOT-NAT-00109,فندق الزهر,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000059,فندق السرايا,investment,LY-INV-HOT-NAT-00027,فندق السرايا,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000059,فندق السرايا,investment,LY-INV-HOT-NAT-00111,فندق السرايا,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000060,فندق زوارة,investment,LY-INV-HOT-ZUW-00002,فندق زوارة,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000060,فندق زوارة,investment,LY-INV-HOT-ZUW-00003,فندق زوارة,179.1,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000060,فندق زوارة,investment,LY-INV-HOT-ZUW-00004,فندق زوارة,179.1,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000061,فندق السندباد,investment,LY-INV-HOT-TRI-00015,فندق السندباد,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000062,فندق الشجرة,investment,LY-INV-HOT-NAT-00031,فندق الشجرة,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000063,فندق الشرق,investment,LY-INV-HOT-NAT-00032,فندق الشرق,23.8,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000064,فندق الشمس,investment,LY-INV-HOT-TRI-00016,فندق الشمس,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000065,فندق الصفوة,investment,LY-INV-HOT-NAT-00034,فندق الصفوة,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000066,فندق الصناعية مصراتة,investment,LY-INV-HOT-MIS-00004,فندق الصناعية مصراتة,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000066,فندق الصناعية مصراتة,investment,LY-INV-HOT-MIS-00006,فندق الصناعية مصراتة,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000067,فندق الصولجان,investment,LY-INV-HOT-TRI-00017,فندق الصولجان,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000068,فندق العاصمة,investment,LY-INV-HOT-TRI-00018,فندق العاصمة,9.2,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000069,فندق الغدامسية,investment,LY-INV-HOT-GHA-00005,فندق الغدامسية,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000070,فندق القرقني,investment,LY-INV-HOT-NAT-00036,فندق القرقني,0.1,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000071,فندق القوس,investment,LY-INV-HOT-NAT-00037,فندق القوس,0.1,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000072,فندق الكبير,investment,LY-INV-HOT-NAT-00038,فندق الكبير,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000073,فندق الكرومة,investment,LY-INV-HOT-NAT-00039,فندق الكرومة,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000073,فندق الكرومة,investment,LY-INV-HOT-NAT-00125,فندق الكرومة,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000074,فندق الماسة,investment,LY-INV-HOT-NAT-00040,فندق الماسة,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000075,فندق المتوسط,investment,LY-INV-HOT-NAT-00041,فندق المتوسط,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000076,فندق المدينة,investment,LY-INV-HOT-NAT-00042,فندق المدينة,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000076,فندق المدينة,investment,LY-INV-HOT-NAT-00128,فندق المدينة,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000077,فندق المشكاة,investment,LY-INV-HOT-NAT-00044,فندق المشكاة,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000077,فندق المشكاة,investment,LY-INV-HOT-NAT-00133,فندق المشكاة,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000078,فندق المنامة,investment,LY-INV-HOT-NAT-00045,فندق المنامة,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000078,فندق المنامة,investment,LY-INV-HOT-NAT-00135,فندق المنار,196.1,0.857,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000078,فندق المنامة,investment,LY-INV-HOT-NAT-00151,فندق اليمامة,183.6,0.909,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
